siCtrl_t0_Scr_rep_1	siCtrl_t0_Scr_rep_2	siCtrl_t0_Tyr_rep_1	siCtrl_t0_Tyr_rep_2	siCtrl_t8_Scr_rep_1	siCtrl_t8_Scr_rep_2	siCtrl_t8_Tyr_rep_1	siCtrl_t8_Tyr_rep_2
CAPN8	60	72	59	69	53	72	91	33
CAPN9	2	2	0	1	1	0	0	0
CAPNS1	8767	7273	4638	8091	8746	10403	8845	5074
CAPNS2	9	3	2	7	0	0	5	0
CAPRIN1	16303	12811	9347	14914	6748	8038	7519	5193
CAPRIN2	1913	1449	1155	1692	799	982	939	508
CAPS	88	101	58	82	160	180	133	87
CAPS2	50	45	18	50	23	24	25	34
CAPSL	2	0	0	0	0	2	2	0
CAPZA1	9536	7497	5477	8366	6196	7548	6571	5232
CAPZA2	3498	3048	1966	3207	2388	2667	2317	1897
CAPZA3	0	5	2	1	1	4	2	0
CAPZB	6065	5177	3541	5816	5223	6242	5380	2892
CARD10	3389	2774	2089	3000	1100	1297	1215	641
CARD11	0	3	0	1	0	0	0	0
CARD14	47	37	21	37	68	67	88	43
CARD16	138	133	107	163	118	145	135	78
CARD17	10	10	7	11	5	8	8	7
CARD18	8	8	0	12	19	13	11	17
CARD6	828	698	470	795	211	257	271	186
CARD8	473	374	227	425	248	290	257	238
CARD8-AS1	67	56	46	77	10	21	12	9
CARD9	14	13	8	7	15	12	20	6
CARF	179	161	102	163	75	118	98	83
CARHSP1	1298	1106	681	1191	545	636	571	321
CARKD	1693	1330	919	1509	867	1006	934	688
CARM1	3757	3101	1936	3291	2062	2591	2115	1036
CARNMT1	1019	771	630	918	370	470	375	299
CARNS1	9	5	9	7	16	24	18	11
CARS	2674	2225	1590	2534	2190	2619	2306	1718
CARS2	3748	3106	2091	3500	3199	3723	3298	1873
CARTPT	0	0	0	0	0	0	0	0
CASC1	3	5	0	4	3	2	2	2
CASC10	137	114	70	113	72	67	49	24
CASC11	4	2	4	8	3	8	6	5
CASC15	9	6	4	7	2	2	6	0
CASC16	0	2	0	0	0	1	0	0
CASC17	1	1	0	0	0	1	0	0
CASC18	0	1	0	0	0	0	0	0
CASC19	132	113	64	120	80	65	92	41
CASC2	35	35	25	35	8	16	8	11
CASC20	0	1	0	0	0	0	0	0
CASC21	0	2	2	1	1	1	2	0
CASC23	0	0	0	0	0	3	1	1
CASC3	2788	2439	1630	2684	1363	1671	1464	944
CASC4	2084	1744	1194	1843	1174	1415	1227	1016
CASC5	3047	2522	1872	2805	580	638	650	377
CASC6	1	0	0	0	0	0	0	0
CASC8	232	188	106	201	237	264	258	124
CASC9	0	1	0	0	0	0	0	0
CASD1	509	369	266	408	103	130	129	131
CASK	1693	1424	948	1508	912	1000	867	616
CASKIN1	968	805	529	891	674	799	667	325
CASKIN2	822	751	507	696	201	239	173	88
CASP1	1328	1202	826	1338	976	1149	977	658
CASP10	40	47	17	32	24	29	30	17
CASP12	1	1	0	0	0	0	0	0
CASP14	8	9	3	5	9	1	6	0
CASP16P	0	1	0	2	6	2	8	0
CASP1P2	17	18	7	12	4	5	2	1
CASP2	1888	1544	1138	1775	445	579	538	333
CASP3	2811	2323	1659	2554	1298	1417	1330	1083
CASP4	2460	2104	1375	2418	2090	2232	2063	1452
CASP5	0	2	0	1	3	6	7	2
CASP6	1133	935	639	1061	488	503	536	308
CASP7	1238	1041	652	1151	481	591	489	342
CASP8	1594	1285	852	1389	690	843	709	507
CASP8AP2	1806	1487	1215	1807	672	745	667	566
CASP9	431	384	253	414	228	253	217	130
CASQ1	1	3	1	0	6	5	7	7
CASQ2	0	2	0	0	0	0	0	0
CASR	1	2	0	0	0	0	0	0
CASS4	6	5	0	1	56	66	59	45
CAST	11257	9372	6710	10848	6175	7311	6709	4581
CASZ1	663	541	392	566	168	206	133	111
CAT	1683	1400	963	1568	1151	1338	1154	746
CATIP	0	0	0	0	1	0	0	0
CATIP-AS1	0	0	0	0	0	0	0	0
CATIP-AS2	1	1	0	2	0	0	0	0
CATSPER1	17	23	20	20	17	20	11	9
CATSPER2	82	54	57	84	56	69	72	49
CATSPER2P1	13	18	6	15	16	19	14	12
CATSPER3	62	28	30	46	46	55	46	31
CATSPER4	0	1	1	0	6	7	5	6
CATSPERB	22	19	13	15	20	16	16	14
CATSPERD	1	4	2	0	1	0	3	0
CATSPERG	6	4	3	6	16	14	16	13
CAV1	23279	18495	14468	22083	13129	14459	15062	9722
CAV2	4813	3548	2795	4336	2689	3120	2902	2231
CAV3	0	1	0	0	0	2	2	0
CBARP	62	33	31	59	13	21	17	16
CBFA2T2	1764	1467	1022	1512	536	568	542	370
CBFA2T3	1	4	0	0	0	0	1	0
CBFB	3342	2464	1799	2842	1606	1677	1565	1495
CBL	3760	3010	1865	2750	1423	1887	1468	1029
CBLB	366	321	262	350	78	121	105	83
CBLC	957	885	585	882	634	631	551	299
CBLL1	937	778	569	850	175	174	178	160
CBLN1	1	0	0	0	0	0	0	0
CBLN2	0	3	0	0	0	0	0	0
CBLN3	21	14	15	22	18	20	13	17
CBLN4	0	1	0	0	0	0	0	0
CBR1	3567	3110	1978	3285	2004	2212	1889	1136
CBR3	361	248	182	281	68	84	86	38
CBR3-AS1	96	60	55	72	33	29	32	23
CBR4	1277	1176	808	1167	850	932	913	660
CBS	3	2	3	2	1	2	1	1
CBWD1	451	388	271	410	370	458	411	270
CBWD2	383	328	262	365	403	448	398	255
CBWD3	35	16	20	28	21	25	14	14
CBWD5	349	312	213	342	190	258	275	146
CBWD6	76	70	65	85	39	45	32	32
CBX1	4001	3266	1058	1657	2136	2545	831	489
CBX2	1232	1026	742	1135	191	176	177	79
CBX3	12003	10208	7037	11445	7751	8535	7789	5703
CBX3P2	21	20	6	23	18	20	23	20
CBX4	1278	1033	631	987	88	88	82	73
CBX5	8141	6714	5025	7302	3681	4884	4852	3526
CBX6	1863	1677	1187	1740	560	691	581	337
CBX7	128	111	71	84	118	117	93	60
CBX8	379	353	213	384	44	47	43	25
CBY1	720	665	446	756	742	805	675	444
CBY3	5	4	2	6	5	0	1	1
CC2D1A	1714	1541	1076	1567	1137	1260	1056	715
CC2D1B	1601	1371	976	1480	696	838	670	435
CC2D2A	1085	905	616	966	370	498	367	193
CC2D2B	3	3	3	2	2	2	3	2
CCAR1	7227	6041	4319	6740	4371	4385	3963	2880
CCAR2	6443	5470	3926	6077	3606	4221	3556	2227
CCAT1	1787	1336	1045	1670	492	604	613	345
CCAT2	1	2	0	1	3	0	0	1
CCBE1	629	467	304	497	135	160	159	96
CCBL1	301	245	213	321	292	347	350	195
CCBL2	1445	1231	829	1310	1091	1215	1027	723
CCDC101	235	219	147	225	86	64	73	58
CCDC102A	151	119	70	99	12	15	10	4
CCDC102B	12	12	7	20	3	6	12	2
CCDC103	86	58	48	71	18	24	13	17
CCDC105	0	2	0	0	0	0	0	0
CCDC106	87	75	62	85	85	58	54	27
CCDC107	912	712	504	764	358	292	303	171
CCDC108	2	2	0	0	4	1	1	0
CCDC109B	1310	1061	651	1011	848	1027	953	568
CCDC110	16	16	3	9	3	5	2	3
CCDC112	414	388	245	413	70	73	52	39
CCDC113	254	249	136	227	149	162	163	93
CCDC114	2	1	0	4	0	1	4	0
CCDC115	713	614	388	642	622	666	543	307
CCDC116	3	3	1	0	7	5	7	2
CCDC117	1656	1151	914	1498	193	243	219	213
CCDC12	1177	1090	684	1097	47	50	43	20
CCDC120	583	476	359	468	188	199	203	108
CCDC121	69	61	29	66	17	22	20	30
CCDC122	75	51	49	82	45	56	59	43
CCDC124	2653	2490	1562	2362	2596	3225	2702	1393
CCDC125	515	528	342	573	250	315	291	212
CCDC126	184	130	107	152	56	78	46	55
CCDC127	612	516	362	561	229	293	238	172
CCDC129	3	1	0	1	0	0	0	0
CCDC13	7	13	8	9	65	89	82	45
CCDC13-AS1	0	2	0	0	1	4	3	0
CCDC130	658	515	373	496	274	317	290	144
CCDC134	366	301	222	346	224	277	249	174
CCDC136	160	99	84	131	172	189	171	137
CCDC137	2525	2113	1532	2407	1152	1378	1246	783
CCDC138	710	537	454	694	130	161	142	108
CCDC14	2298	1829	1503	2158	1256	1410	1278	1065
CCDC140	0	0	0	0	0	0	0	0
CCDC141	4	5	0	0	0	0	1	0
CCDC142	560	453	356	491	75	126	87	59
CCDC144A	45	47	25	46	27	31	33	17
CCDC144B	74	73	39	65	52	69	73	34
CCDC144CP	18	12	13	9	16	17	28	15
CCDC144NL	0	0	1	0	0	0	0	0
CCDC144NL-AS1	3	1	1	0	1	0	2	1
CCDC146	30	29	16	37	12	6	11	7
CCDC148	10	10	5	8	7	6	8	1
CCDC148-AS1	0	1	0	0	0	0	2	0
CCDC149	321	295	204	316	128	137	143	77
CCDC15	236	173	126	210	84	87	91	55
CCDC150	512	438	306	576	394	480	423	262
CCDC151	236	225	141	226	221	230	195	107
CCDC152	60	43	42	70	66	54	67	60
CCDC153	4	10	7	16	13	22	13	14
CCDC154	4	1	1	1	11	6	13	16
CCDC155	1	1	0	0	0	1	0	0
CCDC157	271	145	80	164	76	85	73	47
CCDC158	6	2	1	3	4	5	1	4
CCDC159	55	69	54	84	107	140	104	81
CCDC160	0	0	0	1	0	0	0	0
CCDC162P	0	0	0	2	5	3	5	0
CCDC163P	122	99	72	109	129	109	118	78
CCDC166	0	0	0	1	1	6	19	5
CCDC167	440	444	253	448	530	571	544	302
CCDC168	15	12	6	13	55	45	26	18
CCDC169	44	37	31	40	16	26	16	15
CCDC169-SOHLH2	52	46	32	49	17	38	20	19
CCDC17	47	39	26	41	315	331	306	209
CCDC170	3	3	4	4	1	3	4	1
CCDC171	86	69	54	80	21	18	20	18
CCDC172	0	0	0	0	0	0	0	0
CCDC173	9	8	6	4	2	6	7	1
CCDC174	601	539	376	583	72	74	97	48
CCDC175	14	13	4	8	5	2	6	6
CCDC176	70	82	59	76	87	90	85	50
CCDC177	2	2	0	1	1	0	0	0
CCDC178	1	0	0	0	0	0	2	0
CCDC179	0	0	0	0	0	0	0	0
CCDC18	1011	832	693	1090	307	326	364	237
CCDC180	135	124	90	138	73	65	74	44
CCDC181	8	5	4	3	22	12	14	17
CCDC182	1	0	0	0	0	0	0	0
CCDC183	43	44	27	35	55	73	57	36
CCDC183-AS1	73	73	42	61	65	99	83	49
CCDC184	0	0	0	0	0	0	0	0
CCDC185	0	2	0	1	0	0	0	0
CCDC186	848	639	518	772	339	414	363	368
CCDC22	548	527	333	538	368	448	353	286
CCDC24	170	127	80	146	155	165	122	104
CCDC25	2101	1792	1258	2037	1728	1951	1708	1144
CCDC26	0	0	0	0	0	0	1	0
CCDC27	0	3	0	1	2	3	0	2
CCDC28A	501	416	256	447	323	340	356	248
CCDC28B	130	152	84	134	111	124	90	57
CCDC3	9	7	5	7	10	14	10	7
CCDC30	3	5	7	3	6	8	4	9
CCDC33	1	0	0	0	0	0	0	0
CCDC34	798	721	460	829	620	659	530	350
CCDC36	1	1	0	1	5	6	0	2
CCDC37	3	2	1	1	7	4	4	5
CCDC37-AS1	0	1	0	0	0	0	0	0
CCDC38	3	2	1	1	7	10	10	11
CCDC39	75	71	40	46	63	80	51	99
CCDC40	38	37	22	24	59	80	116	44
CCDC42	0	0	0	1	0	0	0	0
CCDC42B	1066	953	660	946	609	644	547	266
CCDC43	1609	1351	642	1048	608	642	451	367
CCDC47	4858	3986	2846	4748	3237	3690	3452	2232
CCDC50	4051	3289	2388	3693	2098	2508	2062	1733
CCDC51	2099	1900	1217	2042	651	719	626	322
CCDC53	499	448	305	499	507	586	473	306
CCDC54	1	1	0	1	0	1	0	0
CCDC57	651	579	391	601	723	796	763	416
CCDC58	1153	931	668	1100	539	586	521	315
CCDC59	1603	1287	995	1636	771	900	825	544
CCDC6	3206	2567	1824	2829	699	823	641	571
CCDC60	0	1	0	0	0	0	0	0
CCDC61	327	311	181	317	151	170	135	86
CCDC62	6	2	1	1	21	26	32	16
CCDC63	0	2	1	0	0	0	3	0
CCDC64	1362	1291	840	1279	256	270	290	160
CCDC64B	66	54	52	61	86	75	90	62
CCDC65	35	24	12	20	97	82	71	40
CCDC66	919	823	630	944	306	354	308	233
CCDC67	0	1	0	0	0	0	1	1
CCDC68	233	196	107	202	66	91	77	87
CCDC69	404	390	249	400	293	327	281	143
CCDC7	112	66	53	78	55	68	62	33
CCDC70	0	0	0	0	0	0	0	0
CCDC71	1035	917	565	857	62	72	63	44
CCDC71L	734	593	341	541	66	49	37	35
CCDC73	1405	1184	803	1411	861	1016	925	609
CCDC74A	23	32	16	24	20	20	21	13
CCDC74B	7	10	8	14	7	3	12	6
CCDC77	1058	855	709	1079	236	283	296	193
CCDC78	85	90	44	87	182	179	167	109
CCDC79	0	0	1	0	6	5	15	12
CCDC8	1	2	1	1	0	1	3	0
CCDC80	486	379	294	459	319	324	349	210
CCDC81	19	19	6	16	8	5	3	2
CCDC82	803	649	501	740	419	421	402	352
CCDC83	1	1	0	0	0	0	0	2
CCDC84	1383	1284	804	1345	1852	2004	1801	1072
CCDC85A	2	2	1	3	1	1	2	1
CCDC85B	1222	667	389	722	312	287	266	118
CCDC85C	2607	2061	1505	2499	519	618	554	309
CCDC86	2719	2292	1719	2584	1514	1940	1606	899
CCDC87	5	7	5	4	0	1	1	0
CCDC88A	2776	2295	1858	2637	639	748	755	553
CCDC88B	212	200	116	170	159	160	172	116
CCDC88C	1631	1575	1064	1575	503	541	444	271
CCDC89	1	0	0	0	1	1	1	5
CCDC9	596	486	362	557	135	170	121	101
CCDC90B	1677	1368	945	1520	1147	1316	1217	913
CCDC91	647	542	374	594	313	340	317	241
CCDC92	510	461	257	402	531	617	517	324
CCDC93	2595	2110	1566	2510	1375	1722	1609	1053
CCDC94	767	642	472	706	75	81	78	55
CCDC96	63	66	40	59	45	30	26	20
CCDC97	1061	989	690	1140	360	436	396	272
CCER1	0	0	0	0	0	0	0	0
CCER2	2	1	2	1	1	3	2	2
CCHCR1	1044	888	662	1061	904	993	887	569
CCHE1	0	0	0	0	0	0	0	0
CCIN	0	1	0	0	0	0	0	3
CCK	0	2	0	1	2	2	1	3
CCKAR	1	1	0	0	1	0	0	0
CCKBR	1	0	0	0	0	0	0	1
CCL1	0	1	0	0	0	0	0	0
CCL11	0	1	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0	0	0
CCL16	0	1	0	1	1	1	0	0
CCL17	0	0	0	0	1	3	7	4
CCL18	0	0	0	0	0	0	0	0
CCL19	1	0	0	0	1	2	0	1
CCL2	1	0	0	0	1	0	0	1
CCL20	678	566	269	479	173	212	151	163
CCL21	0	0	0	0	1	3	1	0
CCL22	1	1	1	0	0	0	0	1
CCL23	0	1	0	0	0	0	0	0
CCL24	0	0	1	0	2	2	0	0
CCL25	0	0	0	1	1	0	1	0
CCL26	4	0	1	3	3	3	3	2
CCL27	1	1	0	2	5	6	5	2
CCL28	68	53	45	67	49	48	41	27
CCL3	0	1	0	0	0	0	0	0
CCL3L1	0	1	0	0	0	0	0	0
CCL3L3	0	0	0	0	0	0	0	0
CCL4	1	0	0	1	0	0	0	0
CCL4L1	1	1	0	1	0	0	0	0
CCL4L2	1	1	0	1	0	0	0	0
CCL5	4	4	1	1	8	8	2	2
CCL7	0	0	0	0	0	0	0	0
CCL8	0	2	0	1	0	0	0	0
CCM2	2341	1951	1424	2317	1329	1560	1406	796
CCM2L	1	1	0	0	0	0	0	0
CCNA1	647	611	448	717	341	396	365	223
CCNA2	8122	6447	4515	7303	1156	1317	1228	900
CCNB1	15972	13589	9413	15637	2723	3016	2824	1459
CCNB1IP1	2320	2035	1472	2519	2100	2483	2502	1565
CCNB2	4550	3955	2664	4585	986	1195	1027	531
CCNB3	15	22	8	20	19	9	14	12
CCNC	3605	2809	2155	3257	2431	2729	2593	2438
CCND1	10116	7417	5674	8496	4650	5243	4883	2543
CCND2	628	545	441	631	614	583	614	400
CCND2-AS1	27	31	20	35	30	29	37	18
CCND3	5721	4643	3173	5364	3597	4186	3713	1977
CCNDBP1	1581	1392	1021	1503	1249	1497	1386	882
CCNE1	830	663	474	785	227	272	211	123
CCNE2	991	729	581	862	255	290	273	243
CCNF	3857	3268	2267	3487	303	378	355	213
CCNG1	8541	7047	4788	7946	5005	6097	5666	5014
CCNG2	1141	975	632	968	173	162	177	163
CCNH	1331	1131	748	1293	826	938	824	523
CCNI	6522	5410	3643	5957	3255	4068	3361	1971
CCNI2	4	5	1	9	19	17	26	12
CCNJ	864	648	433	674	182	232	178	156
CCNJL	294	237	178	270	30	18	19	13
CCNK	1701	1520	1017	1626	1039	1258	1188	983
CCNL1	2167	1827	1364	2053	786	745	650	375
CCNL2	4550	3718	2695	4029	6368	6942	6226	3933
CCNO	594	545	397	518	148	164	129	62
CCNT1	3331	2581	1992	2996	1077	1240	1120	868
CCNT2	1607	1295	968	1523	360	366	342	349
CCNT2-AS1	70	55	42	93	24	39	44	25
CCNY	2793	2325	1620	2513	1487	1642	1445	926
CCNYL1	2043	1514	1201	1846	996	1236	1088	718
CCNYL2	0	2	0	0	0	0	0	0
CCP110	1477	1221	847	1250	844	1054	915	709
CCPG1	1039	942	600	996	688	718	647	569
CCR1	0	0	0	0	0	0	0	0
CCR10	8	2	1	3	5	3	8	2
CCR2	0	2	0	1	0	0	0	0
CCR3	0	3	0	0	0	0	0	0
CCR4	0	1	0	1	0	0	1	0
CCR5	1	0	0	1	0	0	0	0
CCR6	1	2	1	4	1	1	3	1
CCR7	4	9	2	8	4	11	5	5
CCR8	0	0	0	0	0	0	0	0
CCR9	0	1	1	0	0	0	0	0
CCRL2	0	2	0	1	0	0	0	0
CCS	498	404	306	434	703	769	672	441
CCSAP	1679	1311	863	1356	422	460	427	387
CCSER1	27	52	20	32	10	5	6	8
CCSER2	1685	1334	922	1473	304	381	389	275
CCT2	18138	15145	11306	17654	12314	14507	13307	8336
CCT3	45319	37581	26309	42888	33923	39686	35079	20556
CCT4	17139	14116	9706	16251	10658	12912	11157	6812
CCT5	25337	20946	14682	23670	16345	19433	16982	10237
CCT6A	22978	18477	13511	21778	14841	17222	15641	10821
CCT6B	30	28	34	41	36	50	31	22
CCT6P1	201	137	115	166	123	128	115	75
CCT6P3	61	43	36	61	36	29	47	38
CCT7	22065	18239	12469	20316	20081	23714	20378	12495
CCT8	19970	16925	11956	19284	18270	21646	19415	12614
CCT8L2	0	0	0	0	0	0	0	0
CCZ1	428	326	226	424	332	369	320	202
CCZ1B	148	123	85	173	110	125	112	75
CD101	48	25	37	40	145	138	148	101
CD109	14422	11491	8672	13371	9441	12012	11890	7996
CD14	1040	902	521	914	449	492	367	198
CD151	13060	11384	7695	11925	12899	14535	13068	7737
CD160	23	15	16	22	56	89	70	51
CD163	0	1	0	1	0	0	0	0
CD163L1	17	11	16	21	11	21	15	6
CD164	5668	4187	2970	4577	3990	4306	4029	4419
CD164L2	13	10	11	17	29	26	29	14
CD177	0	0	1	2	0	0	0	0
CD180	3	2	0	2	1	1	3	2
CD19	0	1	1	2	0	0	0	0
CD1A	0	2	0	0	0	0	0	0
CD1B	0	0	0	0	0	0	0	0
CD1C	0	3	0	0	0	0	0	0
CD1D	115	102	52	81	38	38	32	20
CD1E	0	0	1	0	0	0	0	0
CD2	0	1	0	0	0	0	0	0
CD200	1	1	0	0	3	1	0	3
CD200R1	0	1	0	0	12	9	15	18
CD200R1L	0	2	0	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0
CD209	1	1	0	1	1	0	0	0
CD22	5	1	1	1	2	3	2	2
CD226	10	9	2	6	41	41	51	35
CD24	3314	2325	2167	3192	1843	1799	1624	1209
CD244	0	1	0	0	0	0	0	0
CD247	3	4	1	0	6	14	5	8
CD248	2	2	0	2	0	0	0	0
CD27	45	35	21	23	49	44	49	36
CD27-AS1	147	106	69	93	150	180	148	120
CD274	123	109	65	111	41	37	43	21
CD276	3983	3400	2148	3432	2131	2328	1922	1022
CD28	1	2	0	2	1	1	2	0
CD2AP	2923	2328	1729	2715	984	1166	1128	1132
CD2BP2	2954	2437	1863	2871	1506	1718	1590	1059
CD300A	0	0	0	0	0	0	0	0
CD300C	1	2	1	5	1	2	0	0
CD300E	1	3	0	0	0	1	0	0
CD300LB	1	0	0	0	0	0	0	0
CD300LD	0	1	0	0	0	0	0	0
CD300LF	0	0	0	0	0	0	0	0
CD300LG	1	1	1	0	1	0	0	0
CD302	160	135	88	121	90	99	112	91
CD320	2897	2562	1681	2683	2738	3102	2598	1498
CD33	0	0	0	2	1	1	0	1
CD34	2	0	2	1	1	0	0	1
CD36	4	4	2	8	6	8	8	9
CD37	17	14	5	11	19	26	16	12
CD38	0	0	0	0	0	2	1	1
CD3D	0	1	0	0	0	0	0	0
CD3E	0	0	0	0	0	2	3	0
CD3EAP	3092	2551	1691	2716	1339	1553	1274	706
CD3G	0	0	0	0	0	0	0	0
CD4	2	3	1	2	0	4	2	1
CD40	6	8	8	6	4	15	6	9
CD40LG	0	0	0	0	0	0	0	0
CD44	12766	9993	6959	10928	7768	9500	8376	5357
CD46	14679	12461	8937	14040	12219	14111	13344	10031
CD47	1983	1592	1053	1712	989	1166	1098	649
CD48	0	0	0	0	0	0	0	0
CD5	0	2	0	1	0	2	1	4
CD52	0	0	0	1	0	1	0	0
CD53	1	0	0	0	5	2	3	2
CD55	5367	4205	2855	4799	3920	4749	3619	2801
CD58	512	427	296	475	166	189	157	128
CD59	15329	12306	8440	13725	14274	16552	14626	9530
CD5L	1	1	0	0	0	0	0	1
CD6	1	2	1	0	0	0	0	0
CD63	9615	8202	4998	8790	9913	10868	9840	5577
CD68	357	312	199	359	506	560	421	291
CD69	2	0	0	0	0	0	0	0
CD7	22	15	12	18	59	66	61	41
CD70	1516	1388	793	1326	1195	1377	1061	676
CD72	7	7	4	11	6	10	5	1
CD74	1	4	0	4	8	8	16	3
CD79A	1	5	1	4	7	11	10	11
CD79B	0	1	0	0	0	0	0	1
CD80	1	1	0	0	6	7	8	2
CD81	8485	7169	4824	8338	9258	10807	9382	5205
CD81-AS1	291	237	138	215	300	335	308	159
CD82	3681	3202	2205	3537	3122	3494	3264	1826
CD83	333	251	167	283	202	214	212	122
CD84	1	0	0	3	0	0	0	0
CD86	17	27	13	22	13	12	17	14
CD8A	4	5	2	1	2	2	2	0
CD8B	0	1	0	0	0	0	0	0
CD9	4237	3708	2305	3913	4693	5058	4706	2970
CD93	2	2	0	0	4	1	1	3
CD96	2	4	2	1	1	1	0	2
CD99	3574	3082	1996	3523	3883	4613	3963	2204
CD99L2	2067	1749	1112	1853	1162	1350	1096	622
CD99P1	97	66	52	105	45	56	37	27
CDA	56	46	20	47	46	42	55	21
CDADC1	245	212	181	234	182	204	192	152
CDAN1	890	718	527	874	370	452	439	262
CDC123	5783	4865	3316	5575	3249	3617	3213	1934
CDC14A	123	125	87	131	30	31	19	21
CDC14B	620	491	387	566	160	181	158	118
CDC14C	1	3	0	1	0	0	0	0
CDC16	3118	2706	1827	3059	1583	1719	1571	1007
CDC20	12746	10353	7447	12222	2108	2467	2253	1026
CDC20B	2	2	2	5	3	1	4	4
CDC23	3439	2926	2129	3517	1937	2522	2351	1628
CDC25A	2660	2111	1636	2586	416	486	428	309
CDC25B	14355	12292	8299	13306	3303	3862	3201	1673
CDC25C	1370	1104	832	1336	368	387	339	206
CDC26	635	529	367	573	488	535	474	313
CDC27	5229	4192	3279	4919	1344	1561	1493	1133
CDC34	1391	1263	766	1338	742	811	710	324
CDC37	9241	8011	5568	8822	9699	11109	9846	5836
CDC37L1	851	750	510	773	295	292	284	235
CDC37L1-AS1	10	12	3	8	27	21	25	8
CDC40	1360	1147	772	1282	775	860	756	538
CDC42	6249	5381	3374	5467	4902	5610	5088	3505
CDC42BPA	4793	3944	2372	3538	2090	2581	1981	1387
CDC42BPB	6230	5344	3605	5452	4119	5122	4268	2749
CDC42BPG	1035	1022	680	948	573	736	646	318
CDC42EP1	3206	2609	1760	2849	601	642	485	298
CDC42EP2	746	641	441	707	81	104	128	73
CDC42EP3	1659	1384	1024	1653	814	968	949	745
CDC42EP4	3081	2821	1804	2773	265	252	189	108
CDC42EP5	15	9	5	7	8	6	10	0
CDC42P3	1	5	1	0	0	2	1	1
CDC42SE1	5355	4437	3178	5196	2691	2971	2860	1989
CDC42SE2	3845	3161	1843	2931	521	564	412	298
CDC45	2632	2007	1531	2451	1859	2271	1957	1249
CDC5L	3298	2873	2002	3237	910	1030	946	735
CDC6	4025	3118	2541	3851	1499	1796	1650	1160
CDC7	1364	1095	881	1301	336	412	396	294
CDC73	3199	2491	1756	2842	850	947	868	799
CDCA2	3040	2404	1749	2829	352	408	359	224
CDCA3	2126	1813	1344	2118	550	643	546	281
CDCA4	3713	3061	2111	3309	619	724	674	410
CDCA5	4513	3724	2895	4568	1629	1695	1530	1117
CDCA7	3111	2393	1895	3085	757	980	879	562
CDCA7L	2870	2373	1727	2703	740	859	781	451
CDCA8	3172	2658	1920	3181	391	464	449	252
CDCP1	7067	5688	3869	6240	3831	4528	3726	2463
CDCP2	0	2	0	1	0	0	1	0
CDH1	7650	5456	4845	7345	6761	7358	6495	4684
CDH10	22	22	22	27	57	77	65	78
CDH11	1	5	1	1	0	0	0	0
CDH12	0	0	0	0	0	0	0	0
CDH13	2876	2258	1488	2506	2087	2372	2134	1337
CDH15	0	0	1	1	2	0	0	0
CDH16	39	30	25	32	31	42	44	25
CDH17	1	1	0	0	0	0	2	1
CDH18	2	3	1	6	1	2	2	2
CDH19	1	1	0	0	0	0	0	0
CDH2	627	470	380	591	290	356	291	196
CDH20	1	0	0	0	0	1	1	1
CDH22	0	0	0	0	0	0	0	0
CDH23	4	6	2	8	7	10	14	11
CDH24	256	181	162	199	302	372	272	186
CDH26	10	9	9	17	3	8	14	6
CDH3	11806	9465	6821	10949	9418	10447	8465	5502
CDH4	466	416	356	465	141	158	185	88
CDH5	0	0	0	0	0	0	0	0
CDH6	2	1	0	2	1	0	0	0
CDH7	0	0	0	0	0	0	0	0
CDH8	12	19	6	14	4	4	0	1
CDH9	0	3	0	1	0	0	0	0
CDHR1	2	3	0	0	1	1	1	0
CDHR2	10	16	10	15	10	16	11	8
CDHR3	1	5	2	1	4	1	7	3
CDHR4	11	6	6	5	22	9	19	4
CDHR5	6	6	4	7	8	20	17	17
CDIP1	128	117	80	128	98	133	108	88
CDIPT	2311	1882	1219	2055	1778	1883	1638	979
CDIPT-AS1	9	6	4	6	5	9	5	6
CDK1	8024	6545	4997	7668	3029	3869	3379	3262
CDK10	1651	1404	945	1435	1305	1527	1269	783
CDK11A	622	537	435	594	718	785	748	473
CDK11B	1720	1490	1131	1623	1242	1454	1218	749
CDK12	5573	4461	3112	4895	834	1014	997	662
CDK13	2794	2184	1536	2313	502	556	524	419
CDK14	900	738	527	893	201	212	227	153
CDK15	1	5	1	2	1	0	1	2
CDK16	5375	4318	3256	5115	3836	4777	4140	2281
CDK17	1130	901	655	1016	130	155	159	121
CDK18	563	579	334	542	614	662	637	417
CDK19	595	535	363	551	187	236	238	160
CDK2	2887	2347	1657	2689	1957	2554	2111	1311
CDK20	292	296	178	308	157	168	159	109
CDK2AP1	4891	3786	2630	4031	3922	4330	3709	2555
CDK2AP2	871	784	470	823	519	595	522	254
CDK3	196	163	105	176	114	166	140	98
CDK4	7875	6704	4372	7262	5910	6843	5530	3085
CDK5	809	652	434	718	644	705	587	353
CDK5R1	460	371	252	404	103	123	104	89
CDK5R2	1	7	1	2	0	0	0	1
CDK5RAP1	2322	1984	1413	2321	1212	1424	1342	886
CDK5RAP2	3399	2897	2088	3284	1119	1250	1268	759
CDK5RAP3	3694	3064	2383	3492	4059	4502	3950	2412
CDK6	4158	3188	2440	3760	1085	1258	1235	1100
