Genes	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	-0.0523696964825205	5351.14628012595	0.0711088238620448	-0.736472545012427	0.461443169938849	0.568360521301653
ENSMUSG00000000028	-0.790028666304364	757.499841074458	0.101757211248013	-7.76385925493602	8.23833180649383e-15	6.51562575493739e-14
ENSMUSG00000000031	7.32011823839278	13.2526683213451	1.33942429608296	5.46512278431853	4.62586494923548e-08	1.9891708791231e-07
ENSMUSG00000000037	3.56542834907056	0.971188358994905	2.84395696945012	1.25368575803731	0.209956246511897	NA
ENSMUSG00000000049	-0.702911401480443	33.6377932729433	0.443212060933396	-1.58594827045123	0.112751044617525	0.179914822379997
ENSMUSG00000000056	0.414775530203093	944.171039176194	0.0955602671354367	4.34046013721618	1.42184661816688e-05	4.64678777351047e-05
ENSMUSG00000000058	-0.830965251306134	6091.58267349261	0.080425501173734	-10.3321115713174	5.0437857419209e-25	7.92572611789242e-24
ENSMUSG00000000078	0.810632422918662	6104.79680299051	0.0659172695209555	12.2977245388017	9.3161724952418e-35	2.43611316291278e-33
ENSMUSG00000000085	0.886291365387904	437.540585561329	0.13290845555418	6.66843476355506	2.58545926921256e-11	1.52751850630592e-10
ENSMUSG00000000088	-0.0881127131062176	1561.60563014934	0.0951305115374966	-0.926229783506285	0.354326577546751	0.462822719549655
ENSMUSG00000000093	4.96620349244323	24.162130620994	0.838147398253568	5.92521494762284	3.11889158430664e-09	1.51276293172457e-08
ENSMUSG00000000120	6.3917559895717	7.03508696512914	1.48566117048177	4.30229726438834	1.69036316300915e-05	5.47763935343221e-05
ENSMUSG00000000126	5.8901997867836	4.97416700967735	1.58848671236303	3.7080573233259	0.000208855383616927	0.000591020011744948
ENSMUSG00000000127	0.0864440026411092	935.852152677527	0.122607426572423	0.705047035548435	0.480780965573865	0.585887822139375
ENSMUSG00000000131	-0.313621122730739	1749.31322073612	0.0788333842848712	-3.97827805536602	6.94161657807555e-05	0.000209506484898008
ENSMUSG00000000134	0.124071224180985	644.897366400514	0.11296954482319	1.09827143567916	0.272085980992947	0.372950344856958
ENSMUSG00000000142	5.21707692807437	3.09883006369496	1.78835008447743	2.91725707027819	0.00353124602327627	0.00822513546955489
ENSMUSG00000000148	-0.248562069011289	247.378657068837	0.192417435838217	-1.29178558028534	0.196431410390155	0.285343061150152
ENSMUSG00000000149	0.0672211963798073	648.320917064069	0.106688294605502	0.630070961658624	0.528648157471896	0.630048877493782
ENSMUSG00000000154	1.52228636696213	569.927254461106	0.114635049712643	13.279414723316	3.04766907176253e-40	9.92348400642165e-39
ENSMUSG00000000157	4.43746886528647	1.77953221127558	2.32987231881921	1.90459744486573	0.0568324189944916	0.0998634514511874
ENSMUSG00000000159	3.78887256756389	28.763237415303	0.615277117025212	6.1579936303866	7.3672318269568e-10	3.79917300152559e-09
ENSMUSG00000000167	-1.21564771547833	9.32294597884653	0.814645870336823	-1.49224068978059	0.135636058889914	0.209714134732918
ENSMUSG00000000168	-0.576848708404798	1146.88851724116	0.0852218663648087	-6.76878755430543	1.29866068322217e-11	7.90242221075414e-11
ENSMUSG00000000171	-0.161762217782861	1911.35663523488	0.0862022074652951	-1.87654379788344	0.0605806464901728	0.105591282095507
ENSMUSG00000000182	2.00229524253663	0.323729452998302	4.04914213955868	0.494498630456787	0.6209540733325	NA
ENSMUSG00000000183	1.23709166571414	0.161668770456136	4.0804728567969	0.303173604905496	0.761757563207899	NA
ENSMUSG00000000184	0.128642723832792	14549.1556123152	0.0589156571714042	2.18350655851178	0.0289985265060128	0.0553231982675276
ENSMUSG00000000194	0.445634241704333	938.447569695238	0.0911362723459313	4.88975717607599	1.00960441414667e-06	3.76733562656236e-06
ENSMUSG00000000197	-1.76010891731577	16.3664287953659	0.656515409054856	-2.68098645216826	0.00734054877128312	0.0159958461963675
ENSMUSG00000000202	3.58921837485836	1.01830690217625	2.60481996211826	1.37791418487886	0.168229784863908	NA
ENSMUSG00000000204	12.0329720870952	348.95436669237	1.18941942664168	10.1166769413463	4.65967963946896e-24	6.90053723868297e-23
ENSMUSG00000000223	-1.13700449706333	8.47864434673298	0.937348197610144	-1.21300120911549	0.22512935823435	0.319345241779728
ENSMUSG00000000244	3.90746828513404	24.1897231142772	0.679072725000264	5.7541234410976	8.70925024362339e-09	4.04098073646814e-08
ENSMUSG00000000247	2.00111091881031	0.323337540912271	4.04921260763595	0.494197542267018	0.621166675325517	NA
ENSMUSG00000000248	1.88234287315772	7.07972761248825	1.07967612191754	1.74343290079863	0.0812580254633304	0.136074195656902
ENSMUSG00000000253	2.90497903684122	10.2339766917631	0.870695974544531	3.33638735192366	0.000848748170783103	0.00219260843407134
ENSMUSG00000000266	0.750163778918076	510.18798152284	0.121419012644184	6.17830570831945	6.47931609156681e-10	3.36262437671659e-09
ENSMUSG00000000275	0.894718060727343	4393.4347067931	0.05907446164564	15.1455982128849	8.10140937068403e-52	4.03442244101858e-50
ENSMUSG00000000276	-0.160066227868053	503.610942452605	0.11353942729568	-1.40978540829881	0.15860305648892	0.239164086517878
ENSMUSG00000000278	-0.678838472489054	3700.81125465103	0.068093198844812	-9.96925513862498	2.07781216225571e-23	2.94400191859913e-22
ENSMUSG00000000282	-0.0290962397877295	691.700522103938	0.134125261436208	-0.216933331396099	0.828260301371039	0.878208307425329
ENSMUSG00000000290	4.23425635140268	274.978110310817	0.263008419579015	16.0993186384689	2.57929240965156e-58	1.58326474861934e-56
ENSMUSG00000000295	-0.477613796634663	407.29555992578	0.160345278936225	-2.97865830415016	0.00289513434799122	0.00683197905719925
ENSMUSG00000000296	-1.97951059868037	697.589754257016	0.166687877632844	-11.8755522404608	1.58583331214427e-32	3.61221538521831e-31
ENSMUSG00000000301	-0.0913849758994016	38.5290094225795	0.422868542181839	-0.21610729289034	0.828904115128023	0.878454145734761
ENSMUSG00000000303	1.46413254446271	17451.2037604951	0.0562296656547417	26.0384358934783	1.81897351183644e-149	5.20533856528068e-147
ENSMUSG00000000305	-1.22168793909886	0.61952069332429	3.47284056882948	-0.35178347951361	0.725000649075739	NA
ENSMUSG00000000308	7.55592818975175	426.689614426891	0.416082720873476	18.1596778974376	1.07654452894299e-73	1.02211363266653e-71
ENSMUSG00000000317	7.35144159043727	49.4148406058049	1.07239056503823	6.85519047827055	7.12175614871867e-12	4.43320592615398e-11
ENSMUSG00000000318	5.93927759396583	28.2969610499082	0.958562431834457	6.19602583693947	5.79066252309099e-10	3.01678669600417e-09
ENSMUSG00000000320	4.67927837341	2.10443740053198	2.1941865159472	2.13258004249015	0.0329591919328436	0.0621037616332668
ENSMUSG00000000325	0.399444935168926	128.325204965851	0.228625605309621	1.74715747445685	0.0806100260090924	0.135134860433394
ENSMUSG00000000326	-0.188588671927312	1271.70967841553	0.0898850379709979	-2.09810972086547	0.0358954540473874	0.0669645616931001
ENSMUSG00000000339	-0.647416998119789	712.833829608857	0.116903647074357	-5.53803935396471	3.05876539971882e-08	1.33737885499219e-07
ENSMUSG00000000340	-0.463874254846288	1024.58917580946	0.105752983127082	-4.38639403948405	1.15245266158562e-05	3.81920293232696e-05
ENSMUSG00000000346	0.0564897682517316	5645.26322466681	0.060987365367595	0.926253625013073	0.354314190208472	0.462822719549655
ENSMUSG00000000355	-0.260044634010898	427.853083229514	0.136491722790374	-1.90520442335011	0.0567535034480774	0.0997357511600679
ENSMUSG00000000359	5.67385311054819	4.23247101731806	1.62882552671444	3.48340139412789	0.000495085462541612	0.0013295197499234
ENSMUSG00000000365	3.50196862611037	0.948057944153704	2.89443171319031	1.20989851311794	0.226317837856831	NA
ENSMUSG00000000374	-0.0528304549591898	1189.83367260285	0.0830369468154738	-0.636228293371511	0.524627634463642	0.626322596922985
