	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	ENSMUSG00000000028	1156.35279482369	0.358573698306322	0.0716148622191967	5.00697323425423	5.5292612204003e-07	9.31167848072646e-06
2	ENSMUSG00000000078	5474.02794528893	0.424001952396862	0.0534960943947785	7.9258487408054	2.26593276280254e-15	9.44862047542704e-14
3	ENSMUSG00000000134	760.992959057567	0.421560091043181	0.0872093898436735	4.83388419296185	1.33894496144922e-06	2.10631267421177e-05
4	ENSMUSG00000000303	10428.5547425361	0.174695125518639	0.0461846733941242	3.78253460900005	0.000155239500549165	0.00156540212985646
5	ENSMUSG00000000420	4227.98450671512	0.236130354134566	0.0534235242598567	4.41996961836526	9.87147785514586e-06	0.00013212250152778
6	ENSMUSG00000000555	1173.76320155025	0.414940887790684	0.0826865151294824	5.01824133162354	5.21466450916243e-07	8.82202042618645e-06
7	ENSMUSG00000000568	4988.72833971787	0.315893248247214	0.0507642694342172	6.22274784544203	4.88522186686212e-10	1.22986291318299e-08
8	ENSMUSG00000000827	2222.59896901188	0.24855647319222	0.0607416408133849	4.09202764139767	4.27617664602256e-05	0.000502382880087873
9	ENSMUSG00000001034	482.019885696389	0.438452858843546	0.111700656585129	3.92524871605739	8.66401720075574e-05	0.000938897852289803
10	ENSMUSG00000001036	2104.3082147573	0.651254994453135	0.0620184056343111	10.5009954350203	8.5473972527521e-26	7.18904099616417e-24
11	ENSMUSG00000001052	2984.49934973962	0.211549226813668	0.0512744590808659	4.12582074205854	3.69414933832919e-05	0.000440293821701183
12	ENSMUSG00000001053	450.948745205785	0.948292266712331	0.114983532736696	8.24720065684407	1.62148023691178e-16	7.52437992069123e-15
13	ENSMUSG00000001082	764.206105244595	0.298649035874532	0.0883183259312631	3.38150698312563	0.000720894004982223	0.00600866776787829
14	ENSMUSG00000001175	25051.9842193988	0.346440071019516	0.0462923087406533	7.48375011841387	7.22312353422494e-14	2.6597984496799e-12
15	ENSMUSG00000001228	4930.7863811323	0.553018541154881	0.0472279166342597	11.7095688433081	1.13857120810835e-31	1.1623634202502e-29
16	ENSMUSG00000001229	1793.67297803947	0.264632727708979	0.0654948313905446	4.04051315333539	5.3334373506275e-05	0.000612022272103402
17	ENSMUSG00000001288	1603.67976073016	0.260375529084309	0.0773935181844811	3.36430666536773	0.000767362263588486	0.00635305569793085
18	ENSMUSG00000001313	292.395369750069	0.585257660873106	0.143673946893581	4.07351279426191	4.63093062635831e-05	0.000541054980757554
19	ENSMUSG00000001473	3351.6147869262	0.322459683850471	0.0536037416422271	6.01561894695143	1.79200660465516e-09	4.26480285670585e-08
20	ENSMUSG00000001517	5319.74606161032	0.185604861756397	0.0472526292682506	3.92792664938767	8.56813327462698e-05	0.000930846143483198
21	ENSMUSG00000001729	9535.59852571946	0.179389888675157	0.0474048870794959	3.78420664465097	0.000154199666986928	0.00155916507541496
22	ENSMUSG00000001750	1080.68455200907	0.374039100535778	0.0895908538699263	4.17496970258629	2.98025714492818e-05	0.000361795044039859
23	ENSMUSG00000001910	4465.23849702245	0.171319043672466	0.0492263606727275	3.48022972511515	0.000500984013642698	0.00436239197291345
