	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
4933401J01Rik	5692.91905694785	-0.125296879434823	0.0513557042006828	-2.439785051826	0.0146960032886327	0.0762817916261357
Gm26206	0	NA	NA	NA	NA	NA
Xkr4	1032.68880136655	-0.0413312958191587	0.0770771949279494	-0.536232485598296	0.591797884619382	0.823643088011586
Gm18956	0	NA	NA	NA	NA	NA
Gm37180	0	NA	NA	NA	NA	NA
Gm37363	43.2526659842834	-0.159471342534958	0.338564892938817	-0.471021496501637	0.637625384015761	0.850939625802787
Gm37686	959.558060695014	0.229121532693	0.0767283565912585	2.98613893053332	0.00282524256370147	0.020000147679075
Gm1992	7715.67694063881	-0.295841762835225	0.0657552756392646	-4.49913349094941	6.82310043430545e-06	9.9522667360036e-05
Gm37329	4649.27218668015	-0.114576366042394	0.0536938002426951	-2.1338844619772	0.032852239694801	0.138446503011578
Gm7341	332.327521092132	-0.0280848534892763	0.122548795796527	-0.229172823010899	0.818734594600454	0.932339227836602
Gm38148	1765.26101376518	0.0188130252519875	0.0664034609498677	0.283313926456193	0.776936202679048	0.9152232165519
Gm19938	1.81044053042651	0.316565594704415	1.71738615878954	0.184329885904949	0.853754670043515	NA
Gm10568	0	NA	NA	NA	NA	NA
Gm38385	0	NA	NA	NA	NA	NA
Gm27396	0	NA	NA	NA	NA	NA
Gm37381	0	NA	NA	NA	NA	NA
Rp1	0	NA	NA	NA	NA	NA
Gm6101	920.566873263251	-0.214782119712021	0.0880894782861851	-2.43822672004296	0.0147595138015839	0.07658016306193
Gm37483	2121.57985829713	0.0102607589738698	0.0653606215198719	0.156986863577333	0.875255201076543	0.956907377251483
Sox17	684.508814868526	0.0508324756131523	0.0905687049123509	0.561258722451052	0.574621176465846	0.814020073671009
Gm37587	0	NA	NA	NA	NA	NA
Gm7357	280.831385663023	-0.132273852558047	0.136801762703604	-0.966901668106662	0.333593192671814	0.632932979621008
Gm22307	699.329372999213	0.0322750710560851	0.0873123321429025	0.369650772851435	0.71164271518014	0.884212677780218
Gm38076	312.782847214009	-0.0802956636027954	0.12441398469943	-0.645390980738868	0.518673846755662	0.780736615449635
Gm37323	0.172528368061054	0.991967097122833	4.0804728567969	0.243101015969387	0.807927144191349	NA
Gm7369	4.93711247824416	0.418774854652235	0.997791312557601	0.419701844846499	0.674703277227929	NA
Gm6085	13.4275524185826	-0.150349579597576	0.575611295199613	-0.261199842413512	0.793938399636328	0.921536808593439
Gm6119	1471.54919596127	-0.0525977729106085	0.0645445074097341	-0.814907031154692	0.41512552817784	0.707849213014192
