Genes	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	-0.125296879434823	5692.91905694785	0.0513557042006828	-2.439785051826	0.0146960032886327	0.0762817916261357
ENSMUSG00000000028	-0.0413312958191587	1032.68880136655	0.0770771949279494	-0.536232485598296	0.591797884619382	0.823643088011586
ENSMUSG00000000049	-0.159471342534958	43.2526659842834	0.338564892938817	-0.471021496501637	0.637625384015761	0.850939625802787
ENSMUSG00000000056	0.229121532693	959.558060695014	0.0767283565912585	2.98613893053332	0.00282524256370147	0.020000147679075
ENSMUSG00000000058	-0.295841762835225	7715.67694063881	0.0657552756392646	-4.49913349094941	6.82310043430545e-06	9.9522667360036e-05
ENSMUSG00000000078	-0.114576366042394	4649.27218668015	0.0536938002426951	-2.1338844619772	0.032852239694801	0.138446503011578
ENSMUSG00000000085	-0.0280848534892763	332.327521092132	0.122548795796527	-0.229172823010899	0.818734594600454	0.932339227836602
ENSMUSG00000000088	0.0188130252519875	1765.26101376518	0.0664034609498677	0.283313926456193	0.776936202679048	0.9152232165519
ENSMUSG00000000093	0.316565594704415	1.81044053042651	1.71738615878954	0.184329885904949	0.853754670043515	NA
ENSMUSG00000000127	-0.214782119712021	920.566873263251	0.0880894782861851	-2.43822672004296	0.0147595138015839	0.07658016306193
ENSMUSG00000000131	0.0102607589738698	2121.57985829713	0.0653606215198719	0.156986863577333	0.875255201076543	0.956907377251483
ENSMUSG00000000134	0.0508324756131523	684.508814868526	0.0905687049123509	0.561258722451052	0.574621176465846	0.814020073671009
ENSMUSG00000000148	-0.132273852558047	280.831385663023	0.136801762703604	-0.966901668106662	0.333593192671814	0.632932979621008
ENSMUSG00000000149	0.0322750710560851	699.329372999213	0.0873123321429025	0.369650772851435	0.71164271518014	0.884212677780218
ENSMUSG00000000154	-0.0802956636027954	312.782847214009	0.12441398469943	-0.645390980738868	0.518673846755662	0.780736615449635
ENSMUSG00000000157	0.991967097122833	0.172528368061054	4.0804728567969	0.243101015969387	0.807927144191349	NA
ENSMUSG00000000159	0.418774854652235	4.93711247824416	0.997791312557601	0.419701844846499	0.674703277227929	NA
ENSMUSG00000000167	-0.150349579597576	13.4275524185826	0.575611295199613	-0.261199842413512	0.793938399636328	0.921536808593439
ENSMUSG00000000168	-0.0525977729106085	1471.54919596127	0.0645445074097341	-0.814907031154692	0.41512552817784	0.707849213014192
