	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
4933401J01Rik	6087.6628300738	0.0322322063459456	0.0485965357258918	0.663261400519391	0.507163153221308	0.780395086010253
Gm26206	0	NA	NA	NA	NA	NA
Xkr4	1267.25012721916	-0.00474760448578098	0.065393567145358	-0.0726004818673972	0.942124043259214	0.983441560994154
Gm18956	0	NA	NA	NA	NA	NA
Gm37180	0	NA	NA	NA	NA	NA
Gm37363	23.6780539316105	-0.184534581090558	0.461633488130045	-0.399742622308574	0.689346095572827	0.880770161905748
Gm37686	734.332273918445	0.104495805117231	0.083399439975375	1.25295571706579	0.210221822997985	0.493987702284402
Gm1992	5850.57539713462	-0.38585610719745	0.0563078520394874	-6.85261634428637	7.25113690188219e-12	2.34943224287857e-10
Gm37329	5791.96922567585	-0.167764541356683	0.0480229771275323	-3.49342234470719	0.000476871655549108	0.00445100384081686
Gm7341	225.444743533869	-0.175176871717775	0.157645292109335	-1.11120902739221	0.266478386406412	0.563775039180863
Gm38148	1590.10433768108	0.022312190460625	0.0637879583440604	0.349786872630053	0.726498651589798	0.899713349460004
Gm19938	1.1631159735476	2.43317198849159	2.10736887936454	1.15460184133748	0.248253512299368	NA
Gm10568	0	NA	NA	NA	NA	NA
Gm38385	0	NA	NA	NA	NA	NA
Gm27396	0	NA	NA	NA	NA	NA
Gm37381	0	NA	NA	NA	NA	NA
Rp1	0	NA	NA	NA	NA	NA
Gm6101	898.128560697207	-0.113523079891994	0.0840464641023378	-1.35071809509754	0.176785753545865	0.445828636149438
Gm37483	2237.82836184962	0.0823300180256369	0.0529662640872812	1.55438597462657	0.120092376711281	0.349813635925336
Sox17	910.290833491844	0.187325113971973	0.0835381844021423	2.24238909802269	0.0249362357856171	0.114557160651601
Gm37587	0	NA	NA	NA	NA	NA
Gm7357	261.175336280792	0.0323268378449608	0.133933213408578	0.241365356824107	0.809271960355762	0.935035369616538
Gm22307	708.752423837266	0.126671015400028	0.0837723221326591	1.51208671522124	0.130511803985595	0.368277121931345
Gm38076	151.643697569571	-0.0640274231945334	0.196326998182289	-0.326126430839045	0.744328700367949	0.908003521454556
Gm37323	0	NA	NA	NA	NA	NA
Gm7369	2.59062611675267	2.07452579794168	1.45410154048093	1.42667189339167	0.153674490782842	NA
Gm6085	12.7654203202659	0.482056415922316	0.610190160599744	0.790010142819268	0.429521844867883	0.72250043888011
Gm6119	1313.81164037316	-0.161776887520319	0.0639792325785213	-2.52858437027627	0.0114523557277184	0.0637397475424659
Gm25493	1808.8001944464	-0.0934061720620643	0.0613768704322953	-1.52184644482811	0.128047560877261	0.363836125266469
Gm2053	0.177112853536161	-1.01922875923419	4.0804728567969	-0.249782021594984	0.802755923824737	NA
Gm6123	0	NA	NA	NA	NA	NA
Mrpl15	9086.50093263236	-0.251509223297746	0.0371740887086783	-6.76571321677164	1.32654077458836e-11	4.15179038174356e-10
Gm37144	815.584159173526	0.0456659477564822	0.0930505114287892	0.490765145245117	0.623592564666867	0.848334863033231
Lypla1	8.87187940321838	0.403400348070074	0.760374812700726	0.530528288591336	0.595745700875747	0.831656006843994
Gm37988	0	NA	NA	NA	NA	NA
Tcea1	1.02563486034897	-0.0761304209769539	2.4618195168559	-0.0309244526073884	0.975329788885931	NA
Gm6104	0	NA	NA	NA	NA	NA
Gm37277	0	NA	NA	NA	NA	NA
Rgs20	0	NA	NA	NA	NA	NA
Gm17100	18.7863444718194	-0.284768475760849	0.498299702621382	-0.571480324517115	0.567674093861527	0.816926381157798
Gm37079	4.97420534528501	1.28029554594343	1.11017807896919	1.15323439563156	0.248814189304588	0.543842009609285
Gm16041	0	NA	NA	NA	NA	NA
Gm17101	0	NA	NA	NA	NA	NA
Atp6v1h	2.31554788125036	-0.447790608111371	1.37601116790555	-0.325426579780569	0.744858241584331	NA
Gm7182	0	NA	NA	NA	NA	NA
Gm37567	386.917293659906	-0.483024887911272	0.112538466693333	-4.29208698237834	1.77001580120098e-05	0.000242881832422261
Gm38264	3036.51931825253	-0.0845971116028544	0.0483086753816282	-1.75117845675865	0.0799151751339871	0.264287820643199
Oprk1	460.452034071941	-0.0323645216347281	0.112271016322071	-0.288271387353297	0.773139007515393	0.922299472917965
Gm36965	4611.54135433691	-0.0635313178443938	0.0426925162811165	-1.48811368779625	0.136720914302905	0.379823352104955
