	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	ENSMUSG00000000303	12401.5541083697	0.373677849474463	0.0383219325053097	9.75101789093459	1.82627802127126e-22	1.28538515277034e-20
2	ENSMUSG00000000385	2532.85970594598	0.212714353094766	0.053059224605401	4.00899852338048	6.09767978110183e-05	0.000730430534039153
3	ENSMUSG00000000544	142.02974375741	1.05456085507996	0.194930293103609	5.40993828249898	6.30464727311736e-08	1.2791911915525e-06
4	ENSMUSG00000000628	2655.17086281887	0.212066493172019	0.0544386059443122	3.89551660064461	9.79896500555788e-05	0.00110538938061163
5	ENSMUSG00000000958	310.346679089229	0.611957326105579	0.141448961445856	4.32634725522409	1.51602360465577e-05	0.00020959311301209
6	ENSMUSG00000001036	2736.16467139751	0.237151686885739	0.0532189127096229	4.45615430325877	8.34429828415902e-06	0.000122133957970128
7	ENSMUSG00000001089	3556.31164495137	0.341536014067967	0.0508280777256921	6.71943597613825	1.82429317722681e-11	5.62586009161558e-10
8	ENSMUSG00000001281	70.9756518654413	1.80338348014208	0.280237298583822	6.43520148551057	1.23309647293936e-10	3.48154493607256e-09
9	ENSMUSG00000001288	1872.8807322124	0.255257137719579	0.0671257395946932	3.80267151260943	0.000143144100932605	0.00154599832945566
10	ENSMUSG00000001424	6720.47365660762	0.155339461862687	0.0416108264573796	3.73315012192307	0.000189099809277662	0.00199116549353931
11	ENSMUSG00000001435	12247.664025327	0.601469559456284	0.0454725072026299	13.2271035062148	6.120075974461e-40	8.18421068948375e-38
12	ENSMUSG00000001507	10100.8992717723	0.37662402788656	0.0490256329722823	7.68218593117385	1.56396618176371e-14	6.72688378179655e-13
13	ENSMUSG00000001622	1291.90827754011	1.01045361418483	0.0713438406915717	14.163151358127	1.54889457602836e-45	2.53158213481968e-43
14	ENSMUSG00000001750	1371.65867463012	0.380665467224922	0.0841449056928879	4.52392767084766	6.07024762460059e-06	9.11156556713007e-05
15	ENSMUSG00000001911	2151.44545244847	0.267700827879083	0.0654267463735216	4.09161150014671	4.28385887698789e-05	0.000534030204071965
16	ENSMUSG00000001918	2050.31686599807	0.356118009119914	0.0628224059132637	5.66864646367717	1.43930004646263e-08	3.20304140445767e-07
17	ENSMUSG00000001930	5.68897906117111	4.92420937106433	1.4262400978465	3.45258093535547	0.000555250876054881	0.00506055786045062
18	ENSMUSG00000002014	1098.97293738095	0.245941641838278	0.0712138566122207	3.45356442605684	0.000553230140054572	0.00504526680731727
19	ENSMUSG00000002028	1744.59905415767	0.279201900351858	0.0624219654331043	4.47281495247166	7.71965780021306e-06	0.000113783733708551
20	ENSMUSG00000002108	133.100133096303	1.93225505777704	0.223770993211317	8.63496662390163	5.8744186639641e-18	3.28565393714494e-16
21	ENSMUSG00000002320	1432.68421255022	0.2110273481562	0.0630748554472975	3.3456651887617	0.000820854480033965	0.00713638853504706
22	ENSMUSG00000002748	4818.75707206599	0.165419928193596	0.0452708834288565	3.65400265390345	0.000258183596274493	0.00260485644800946
23	ENSMUSG00000002799	1801.32457367702	0.574990257097519	0.0628580432379508	9.1474412418611	5.82979831650371e-20	3.74481804523011e-18
