A1BG	-0.044238027
A1CF	0.004931646
A2M	-0.028150538
A2ML1	0.062513918
A3GALT2	-0.150066181
A4GALT	0.095282786
A4GNT	0.008844238
AAAS	-0.096217856
AACS	-0.206844639
AADAC	-0.053077398
AADACL2	-0.013318835
AADACL3	-0.013968386
AADACL4	0.025222334
AADAT	-0.015336038
AAED1	0.029495517
AAGAB	-0.002984119
AAK1	0.054990651
AAMDC	-0.131493607
AAMP	-0.028630057
AANAT	-0.118542139
AAR2	0.11880996
AARD	-0.231037281
AARS	
AARS2	0.179262552
AARSD1	-0.045053564
AASDH	-0.055550274
AASDHPPT	-0.037982281
AASS	0.06231737
AATF	0.206576699
AATK	-0.01827752
ABAT	-0.017007626
ABCA1	-0.07105268
ABCA10	0.010146955
ABCA12	0.062973253
ABCA13	0.031583914
ABCA2	0.054551175
ABCA3	-0.030470041
ABCA4	0.049509235
ABCA5	-0.056828261
ABCA6	0.030410024
ABCA7	0.112851922
ABCA8	0.05374571
ABCA9	0.0701064
ABCB1	-0.0551923
ABCB10	-0.004019379
ABCB11	-0.016090323
ABCB4	-0.060915636
ABCB5	0.013806442
ABCB6	-0.069575086
ABCB7	-0.040565635
ABCB8	-0.076512388
ABCB9	0.099738112
ABCC1	-0.071572282
ABCC10	-0.011853692
ABCC11	0.060757538
ABCC12	0.05156049
ABCC2	-0.110822884
ABCC3	-0.0689846
ABCC4	0.009842889
ABCC5	-0.085265402
ABCC6	0.079865835
ABCC8	-0.042465898
ABCC9	-0.001316876
ABCD1	-0.029623865
ABCD2	0.009076952
ABCD3	-0.065564199
ABCD4	0.018805356
ABCE1	0.003219477
ABCF1	0.057077994
ABCF2	-0.052519748
ABCF3	0.062666824
ABCG1	-0.002274948
ABCG2	0.014993605
ABCG4	0.023978257
ABCG5	-0.040466407
ABCG8	0.028869447
ABHD1	-0.036416966
ABHD10	-0.057235229
ABHD11	0.120318619
ABHD12	-0.0238257
ABHD12B	-0.007152001
ABHD13	0.157948056
ABHD14A	0.014995732
ABHD14B	0.030059042
ABHD15	-0.033671177
ABHD16A	-0.061006276
ABHD16B	-0.057889668
ABHD17A	0.208494168
ABHD17B	0.192567723
ABHD17C	-0.172633669
ABHD2	-0.001394873
ABHD3	0.02471392
ABHD4	-0.039082073
ABHD5	-0.043028101
ABHD6	0.036947234
ABHD8	0.040800717
ABI1	0.023914021
ABI2	0.007030455
ABI3	-0.078187993
ABI3BP	-0.092077862
ABL1	-0.040884255
ABL2	-0.03492629
ABLIM1	-0.04269598
ABLIM2	0.003521066
ABLIM3	0.131208016
ABO	0.035725075
ABR	-0.02065279
ABRA	0.010088006
ABRACL	-0.054900559
