	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	name
ENSG00000000457.13_peak	177.666987590748	0.0782878355088301	0.49250296588814	0.158959114830206	0.873701085823021	0.936261885770777	SCYL3
ENSG00000000460.16_peak	177.666987590748	0.0782878355088301	0.49250296588814	0.158959114830206	0.873701085823021	0.936261885770777	C1orf112
ENSG00000001167.14_peak	60.529928411933	-0.184130841243125	0.72174446861617	-0.255119158164338	0.79863106756877	0.89593216943239	NFYA
ENSG00000001167.14_peak_2	200.348574671144	1.09266297519298	0.441121262024125	2.47701271568546	0.0132487181788747	0.053690952479713	NFYA
ENSG00000001167.14_peak_3	227.506486914473	0.812779830075809	0.401064334596192	2.0265572377413	0.0427077135278321	0.131943456746867	NFYA
ENSG00000001460.17_peak	22.6934785087515	3.1226602730265	1.38670181606226	2.25186138566816	0.0243310329998434	0.0859351396828045	STPG1
ENSG00000001461.16_peak	55.7549623366641	-0.61790744877338	0.744312516944871	-0.830172050995007	0.406441514868045	0.601218196508411	NIPAL3
ENSG00000001629.9_peak	369.126423404058	0.195398056317078	0.333141538862435	0.586531649533397	0.55751829931011	0.73040369030129	ANKIB1
ENSG00000003400.14_peak	21.1274956545656	-0.713079733521525	1.2095356698952	-0.589548329387682	0.55549350174987	0.728691589030158	CASP10
ENSG00000003402.19_peak	83.8245318789085	-0.449389736980917	0.626701249216816	-0.717071710871033	0.473329849959413	0.661537309929182	CFLAR
ENSG00000003402.19_peak_2	28.3515004982592	0.325141934086807	1.03881747692744	0.312992360360065	0.754286466315155	0.868367603509089	CFLAR
ENSG00000003402.19_peak_3	57.2721189109892	1.71710877336089	0.781202794941617	2.19803204043735	0.027946822755969	0.0956788262162048	CFLAR
ENSG00000003402.19_peak_4	61.7030777793773	-1.01288369814073	0.743476043263248	-1.36236225406135	0.173083589784387	0.349998916482148	CFLAR
ENSG00000003402.19_peak_5	26.1953464692969	1.17616075243887	1.18550179856733	0.99212059725278	0.321138700039712	0.519781966816433	CFLAR
ENSG00000003402.19_peak_6	76.2878486133706	-0.487249713810123	0.70449648262041	-0.691628313029717	0.489170776499922	0.676728483551706	CFLAR
ENSG00000003402.19_peak_7	251.274468383715	-0.793928149594276	0.374854300407686	-2.11796462980633	0.034178063311872	0.112148702196271	CFLAR
ENSG00000003509.15_peak	67.5278878522847	0.756344210366691	0.778213903365625	0.971897581237817	0.331101503225357	0.52948782202037	NDUFAF7
ENSG00000004455.16_peak	30.7370687865402	0.653167501827851	1.12198628207363	0.582152841138733	0.560463735219008	0.73299533720617	AK2
ENSG00000004468.12_peak	86.5955657564836	-2.14838665659048	0.673075471060307	-3.19189563275288	0.00141342394108822	0.00962903729051464	CD38
ENSG00000004534.14_peak	988.967010938195	0.244251294046994	0.241707214233689	1.0105254608199	0.312243607413485	0.510382651910623	RBM6
ENSG00000005007.12_peak	182.397765800621	-0.293494294602015	0.57281373245728	-0.512373007090754	0.608389978725529	0.769718103209881	UPF1
ENSG00000005007.12_peak_2	104.014070024088	-0.403760208762363	0.711120194382306	-0.56778054111243	0.570183994398714	0.741303277574774	UPF1
ENSG00000005007.12_peak_3	640.002113921044	0.277166959291771	0.268914966191307	1.03068625453369	0.302687972659414	0.500046802491767	UPF1
ENSG00000005100.12_peak	24.7418272936591	-0.0942476299386834	1.10570113510692	-0.0852378883825326	0.932072269599436	0.967470947302524	DHX33
ENSG00000005156.11_peak	325.184592719332	1.12201292255508	0.378579588620142	2.96374383691584	0.00303921169309287	0.0177146998937453	LIG3
ENSG00000005206.16_peak	88.7549799250341	-0.140387448782176	0.611287678962182	-0.229658561122187	0.818357097657261	0.907368626726833	SPPL2B
ENSG00000005206.16_peak_2	307.130684247467	-0.258900613212213	0.355841747760418	-0.727572340349805	0.466875417476064	0.656215660684113	SPPL2B
ENSG00000005206.16_peak_3	131.198054122488	0.127660528805566	0.500460159040654	0.255086297079636	0.798656447508012	0.89593216943239	SPPL2B
ENSG00000005206.16_peak_4	160.616663691419	0.453220626417888	0.532276976569107	0.851475164939894	0.39450545339925	0.590864478424508	SPPL2B
ENSG00000005339.14_peak	2155.60731734574	0.313566534196233	0.228710238668508	1.37102097405755	0.170368417848183	0.346121614487002	CREBBP
ENSG00000005339.14_peak_2	455.580297583493	-1.30096666042484	0.372504649438267	-3.49248435526021	0.000478549628022959	0.00400028916224026	CREBBP
ENSG00000005339.14_peak_3	629.233506872018	-0.657243480389628	0.276261441715151	-2.37906338397851	0.0173566911932939	0.0662397747464796	CREBBP
ENSG00000005379.15_peak	120.988079374493	0.647201648546762	0.53747349140869	1.20415547723196	0.228529490773891	0.415358746126988	BZRAP1
ENSG00000005483.20_peak	1494.81046897574	1.20041258164034	0.224908142236985	5.33734603692325	9.43169319443583e-08	2.81007786076281e-06	KMT2E
ENSG00000005700.14_peak	196.845437051728	-0.171561808465494	0.432017643714417	-0.397117596842652	0.691280744209755	0.829393523384742	IBTK
ENSG00000005801.16_peak	26.4458256799514	0.557516874671726	1.18232843500519	0.47154145850284	0.637254120811183	0.790390942767775	ZNF195
ENSG00000005801.16_peak_2	48.3292710578254	-0.170300862315926	0.947757282577878	-0.179688265599724	0.857397306193523	0.927408918325241	ZNF195
