	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	name
ENSG00000000457.13_peak	233.154881288019	0.39926136724154	0.373145239196509	1.06998917660391	0.284624180565738	0.473940695503864	SCYL3
ENSG00000000460.16_peak	233.791472320098	0.390045317430387	0.372843840660593	1.04613587484593	0.295498304021585	0.485711199790524	C1orf112
ENSG00000001167.14_peak	69.2708875794379	-0.307273134829858	0.654369218037005	-0.469571499331257	0.638661190967155	0.784282311721048	NFYA
ENSG00000001167.14_peak_2	240.270796568934	0.638946193213956	0.39912540110268	1.60086577163145	0.109406652164682	0.253151721498506	NFYA
ENSG00000001167.14_peak_3	194.745001206092	0.144812630970282	0.448750460534085	0.322701910540508	0.746921005095326	0.856490237212219	NFYA
ENSG00000001460.17_peak	46.6230224799014	2.27147238288963	0.84763478273774	2.67977722145038	0.00736711724447905	0.0346866397304841	STPG1
ENSG00000001461.16_peak	57.5808223146095	-0.202312620004642	0.727952026925987	-0.277920264689656	0.78107356750931	0.875880249940017	NIPAL3
ENSG00000001629.9_peak	270.551538589921	-0.461444435310491	0.358701804910281	-1.28642908676166	0.198293352610714	0.375076328083557	ANKIB1
ENSG00000003400.14_peak	32.4877256269892	0.180594354150337	0.941613795401962	0.191792383493324	0.847904837303335	0.915752732377904	CASP10
ENSG00000003402.19_peak	78.3677783871188	-1.16128818943093	0.652388349485634	-1.78005660331999	0.0750666977161096	0.197055725078415	CFLAR
ENSG00000003402.19_peak_2	48.0846348735338	-1.48138666074249	0.783956205968664	-1.88962935616036	0.0588075481618897	0.166274779614835	CFLAR
ENSG00000003402.19_peak_3	44.0645875049862	0.694471880871983	0.815844309291597	0.851230894133463	0.394641104360929	0.583683336568888	CFLAR
ENSG00000003402.19_peak_4	93.8186164594697	0.188726487505769	0.592477962248113	0.318537565160501	0.750077204496208	0.858096072176321	CFLAR
ENSG00000003402.19_peak_5	28.3806572158722	2.0269334209703	1.05857258590566	1.91477981572343	0.0555205896262909	0.159425351049621	CFLAR
ENSG00000003402.19_peak_6	72.4001887510049	0.687695187135508	0.619227321975201	1.11056983878216	0.266753551308054	0.452854735162643	CFLAR
ENSG00000003402.19_peak_7	214.190183458587	-0.762825025554447	0.406713410973758	-1.87558365417084	0.0607124726608569	0.169841524388011	CFLAR
ENSG00000003509.15_peak	77.279858521799	-0.201385655668636	0.622136823762391	-0.323699945055093	0.746165212457634	0.856108597065219	NDUFAF7
ENSG00000004455.16_peak	29.0131522975554	1.13789814820944	0.995817131000905	1.14267781983799	0.253172382096194	0.439055188334221	AK2
ENSG00000004468.12_peak	81.0758965733044	-1.90597554335129	0.57908935348702	-3.2913323857093	0.000997140190903389	0.00726437384671373	CD38
ENSG00000004534.14_peak	913.928359668654	0.139885584023389	0.244463866250701	0.572213743359252	0.567177177828618	0.731201221201769	RBM6
ENSG00000005007.12_peak	180.281117376437	0.161721123637441	1.35110709392913	0.119695266470064	0.904724550211026	0.949056722841648	UPF1
ENSG00000005007.12_peak_2	85.6172745651621	-1.03970579439596	0.724751037772448	-1.43456958349662	0.151409787286104	0.315918640100914	UPF1
ENSG00000005007.12_peak_3	640.095602719181	0.295367114709624	0.271945112080513	1.08612768381796	0.277422505933118	0.466164542812918	UPF1
ENSG00000005100.12_peak	39.5882223028457	2.40015776071063	0.945160650005062	2.53941778119706	0.0111037140536897	0.0478114631509163	DHX33
ENSG00000005156.11_peak	283.794721205965	1.04025258645762	0.353588957070314	2.94198267693853	0.00326118169628214	0.0182389372532401	LIG3
ENSG00000005206.16_peak	62.349087173231	0.654641630882485	0.681436409771391	0.960678973848939	0.336713606451092	0.528567260813567	SPPL2B
ENSG00000005206.16_peak_2	291.510250310123	-0.422284993534155	0.338941498621647	-1.24589345138154	0.212803514579812	0.391872584280807	SPPL2B
ENSG00000005206.16_peak_3	145.130719516122	0.496155632976344	0.529344366651527	0.937302187826943	0.348603137888014	0.539581003729678	SPPL2B
ENSG00000005206.16_peak_4	156.680733756687	-0.0753467874058295	0.451119758241395	-0.167021696632297	0.867352977271396	0.928403257543016	SPPL2B
ENSG00000005339.14_peak	2270.70960457747	0.412118133201736	0.213464272000766	1.93061878383216	0.0535302132052031	0.155330120560317	CREBBP
ENSG00000005339.14_peak_2	503.392836694401	-0.869925792873501	0.296213942934674	-2.93681581715872	0.00331600983647228	0.0185071392140506	CREBBP
ENSG00000005339.14_peak_3	522.737822112807	-0.763197520244864	0.277852982845133	-2.74676741789829	0.00601857983378095	0.0296782579695002	CREBBP
ENSG00000005379.15_peak	81.9038716568789	1.27110063985711	0.650522473127981	1.95396883638029	0.0507049027854095	0.149208862598593	BZRAP1
ENSG00000005483.20_peak	1332.84152952048	1.05192118175755	0.228069928807939	4.61227478456134	3.98285986810481e-06	6.76799640896659e-05	KMT2E
ENSG00000005700.14_peak	187.451553364402	-0.0109971401727158	0.419598092985117	-0.0262087467902432	0.979090839350334	0.988814396491038	IBTK
ENSG00000005801.16_peak	25.4768576858054	0.31647125135762	1.03525877961737	0.305692893012302	0.759838485000978	0.863307684810993	ZNF195
ENSG00000005801.16_peak_2	34.8542527803551	-1.54209940900894	0.880771583760675	-1.75085054677236	0.0799716571282977	0.206310623490969	ZNF195
ENSG00000005810.17_peak	28.5487913875937	-0.0554110863932779	1.01197590537143	-0.0547553416036522	0.956333379230257	0.974925604101754	MYCBP2
ENSG00000005810.17_peak_2	124.673711515061	-0.526385824699864	0.517525694412875	-1.01712017467469	0.30909626398201	0.499272640126061	MYCBP2
ENSG00000005812.10_peak	413.713536391634	1.52138650074458	0.339719214529702	4.47836458956479	7.52170586204266e-06	0.000119152660168503	FBXL3
ENSG00000005812.10_peak_2	50.2867107387116	0.631842092506274	0.824599026937751	0.766241617883902	0.443532549323546	0.627194500999132	FBXL3
ENSG00000005844.17_peak	4390.70909843467	-0.673983628842125	0.219824293203449	-3.06601067161556	0.00216935571995448	0.0132062325013724	ITGAL
ENSG00000005844.17_peak_2	1264.61735094372	-2.65613452872366	0.241800956053158	-10.9847974634961	4.52251854920262e-28	2.91332422178634e-25	ITGAL
ENSG00000005884.17_peak	180.89115255484	1.34117375690788	0.425839750733264	3.14947995014199	0.00163561331470414	0.0105651376007234	ITGA3
ENSG00000005889.15_peak	196.879674625046	-1.7399492013937	0.447015414608355	-3.89236957951019	9.92698672031776e-05	0.00107887466104558	ZFX
ENSG00000005889.15_peak_2	289.545174980854	0.732888898497654	0.371101563823374	1.97490113204285	0.0482793689191259	0.144010866064494	ZFX
ENSG00000005889.15_peak_3	71.5595519776509	0.580498122252433	0.62936899536778	0.922349411116464	0.356346348371516	0.547144144000123	ZFX
ENSG00000006062.14_peak	38.426758848315	-3.53326028423589	1.13133189588544	-3.12309791413649	0.00178958201737481	0.011312201761925	MAP3K14
ENSG00000006062.14_peak_2	127.525805479411	0.250182388835602	0.481180252931166	0.519934862895113	0.603108975449492	0.757870225223462	MAP3K14
ENSG00000006194.9_peak	275.819046494335	0.790660241727962	0.387605199646682	2.03985973988141	0.0413642976633211	0.128274579099472	ZNF263
ENSG00000006194.9_peak_2	69.6655109779513	-0.845565149275593	0.660212537471962	-1.28074688268322	0.200282586651976	0.377357345532319	ZNF263
ENSG00000006194.9_peak_3	223.950867543668	0.377827583504734	0.38160467703888	0.990102077460227	0.32212422805005	0.515137052575638	ZNF263
ENSG00000006194.9_peak_4	15.5432455195397	5.95630463378277	1.96453256472993	3.03191952157921	0.00243003982667706	NA	ZNF263
ENSG00000006194.9_peak_5	43.5753567777733	-1.24611120289599	0.760645109662616	-1.63822942797686	0.101373842979762	0.239524858737777	ZNF263
ENSG00000006432.15_peak	102.797076260974	1.66261804439338	0.556935419264075	2.9852977327072	0.00283302429435421	0.016374233401137	MAP3K9
ENSG00000006459.10_peak	338.971276241082	-0.0684379513268829	0.325777401998879	-0.210075809147494	0.833608505698033	0.908326480926121	KDM7A
ENSG00000006555.10_peak	79.9346122690635	1.61809193232232	0.690305751936795	2.34402209134493	0.0190770414169506	0.0722114933122395	TTC22
ENSG00000006634.7_peak	46.5142343131705	1.52534508653483	0.815047637978607	1.87147967242482	0.0612786248351253	0.170605207645957	DBF4
ENSG00000006634.7_peak_2	12.4938712562766	-0.308512421948098	1.38908910194251	-0.222096927775671	0.82423842942128	NA	DBF4
ENSG00000006712.14_peak	173.075044939551	-0.876824306759899	0.438837961660546	-1.99805938265238	0.0457102225630259	0.137884729988165	PAF1
ENSG00000006744.18_peak	281.134175814275	-0.54984400337172	0.369003227918936	-1.49007911522257	0.13620343485135	0.294814605048287	ELAC2
ENSG00000006831.9_peak	152.861015366898	0.103076401788641	0.448872296702315	0.229634135467709	0.818376079329937	0.899373694510492	ADIPOR2
ENSG00000007129.17_peak	477.318803931806	0.109686190621689	0.315790438916972	0.347338541970639	0.728336998733217	0.844818460144635	CEACAM21
ENSG00000007129.17_peak_2	80.4798887632566	-0.288878698552822	0.625638132961613	-0.461734480897677	0.64427174094349	0.788602002575509	CEACAM21
ENSG00000007202.14_peak	294.32990027628	0.0696944082723441	0.36409201120166	0.191419767883186	0.848196733880026	0.915928384070994	KIAA0100
ENSG00000007376.7_peak	455.867374506244	0.533759642156278	0.305128002163617	1.74929746982076	0.0802396131073163	0.206530293671792	RPUSD1
ENSG00000007376.7_peak_2	52.5982878239	-2.06708469381169	0.734734419283918	-2.81337669715582	0.00490241835784835	0.0253565959735134	RPUSD1
ENSG00000007516.13_peak	313.940960404293	1.17631348049488	0.368276024739698	3.1941082271818	0.00140263522354296	0.00939420906807696	BAIAP3
ENSG00000007520.3_peak	684.479860338223	0.171010285261755	0.291472452280437	0.586711656363391	0.557397377884541	0.723259077035316	TSR3
ENSG00000007545.15_peak	113.368347635992	-0.692259906503635	0.563521014522891	-1.22845446516265	0.219276412804022	0.399010903970659	CRAMP1
ENSG00000007545.15_peak_2	216.82848389381	1.94175168586377	0.409022792275762	4.74729458243647	2.0615558966289e-06	3.80421486549802e-05	CRAMP1
ENSG00000007944.14_peak	57.1837729599665	0.242743354721623	0.689901152320099	0.351852368857901	0.724948981923176	0.842491843365769	MYLIP
ENSG00000007968.6_peak	55.3069935415117	-0.281912039883146	0.768104161746723	-0.36702319024292	0.713601719993414	0.834006562406949	E2F2
ENSG00000008083.13_peak	397.566799802953	-0.0346553370970421	0.306581408173375	-0.113037960467075	0.910000459966609	0.951697083188853	JARID2
ENSG00000008083.13_peak_2	219.043456676486	-0.544448749418998	0.456348907918357	-1.19305369197115	0.232848345875228	0.415625939950549	JARID2
ENSG00000008083.13_peak_3	340.828637727381	-1.04992405298781	0.337590287351282	-3.11005408723534	0.0018705308854652	0.0117089945710304	JARID2
ENSG00000008300.16_peak	32.2465700831389	1.43833030013645	0.944634295654956	1.52263188701951	0.127850827479288	0.281526091832888	CELSR3
ENSG00000008300.16_peak_2	20.5077112032573	0.529679930581541	1.35898932466526	0.389760184990422	0.696713887715571	0.823780178266734	CELSR3
ENSG00000008513.14_peak	999.587262651632	0.344147283084148	0.23957279629357	1.43650401217688	0.150858975497145	0.315056498783605	ST3GAL1
ENSG00000008513.14_peak_2	269.523803643101	0.258632236512061	0.353679483726441	0.731261632105593	0.464619361116045	0.646054315711988	ST3GAL1
ENSG00000008513.14_peak_3	232.086618502849	-1.23421942671794	0.391831650436251	-3.14987169960314	0.00163342177949001	0.0105606083298049	ST3GAL1
ENSG00000008513.14_peak_4	188.498308018328	0.0629149212511016	0.40911269106649	0.153783841530539	0.877780174860502	0.93441856811971	ST3GAL1
ENSG00000008710.19_peak	87.763682544677	1.65822347829622	0.607382422755651	2.73011436645298	0.00633123573587623	0.0308158865929774	PKD1
ENSG00000008710.19_peak_2	43.183142243029	0.150632659534064	0.844091687971068	0.178455328586564	0.858365400638298	0.92314983922553	PKD1
ENSG00000008710.19_peak_3	46.1661179992477	-0.612161428075527	0.773013804851861	-0.791915259770607	0.428410088596058	0.613487181186637	PKD1
ENSG00000008710.19_peak_4	166.238510924099	0.792499362667493	0.433759456424748	1.82704803533196	0.0676925473575611	0.183010068895718	PKD1
ENSG00000008853.16_peak	95.543359824522	1.56354409268348	0.663382715298636	2.35692618548196	0.0184269092880862	0.0702761459716786	RHOBTB2
ENSG00000008952.16_peak	2516.62738936868	1.6088408467375	0.225550798212228	7.13294237701476	9.82456947034624e-13	8.81226572998398e-11	SEC62
ENSG00000009413.15_peak	64.7259676886761	-1.06367124493237	0.675634726282038	-1.57432885486166	0.115411442218617	0.262933982283005	REV3L
ENSG00000009413.15_peak_2	193.506011521357	0.336773369408628	0.418918637753664	0.803911163309617	0.421448282466795	0.608100698342437	REV3L
ENSG00000009694.13_peak	28.8350531810533	0.290923107935986	0.963230912881956	0.302028417117089	0.762630400204184	0.864999493144285	TENM1
ENSG00000009954.10_peak	96.8386496640388	-2.56277469356657	0.540874181222154	-4.73820859368024	2.15615806097792e-06	3.92764422110271e-05	BAZ1B
ENSG00000009954.10_peak_2	149.579113291811	-0.731354016801362	0.461883704931317	-1.58341593131136	0.113326694185438	0.259713116105439	BAZ1B
ENSG00000009954.10_peak_3	119.006400891091	-1.43916584632583	0.563603790620136	-2.55350632887389	0.0106644340503308	0.0461908188756991	BAZ1B
ENSG00000010072.15_peak	62.2999953706798	-1.00368275830523	0.811367175423426	-1.23702657527579	0.21607721668171	0.395952130202368	SPRTN
ENSG00000010165.19_peak	138.850015585148	0.478000248144035	0.482987134319172	0.989674908872746	0.322333042860865	0.51535467998919	METTL13
ENSG00000010292.12_peak	28.0070220225046	0.017799713585971	1.15108467376764	0.0154634267935394	0.987662462193295	0.992283596639967	NCAPD2
ENSG00000010310.8_peak	54.1210468347713	1.7987040021759	1.09792033185506	1.63828280612745	0.101362712707886	0.239524858737777	GIPR
ENSG00000010318.20_peak	68.9462705761085	-1.09054187786281	0.630373645158883	-1.72999281654287	0.0836315586693071	0.211614568246459	PHF7
ENSG00000010322.15_peak	40.2491455248997	-0.495466411647957	1.00723828015084	-0.491905859231005	0.622785896034661	0.773355307284628	NISCH
ENSG00000010322.15_peak_2	195.572838024963	-1.33599942236092	0.417175913858544	-3.20248455862178	0.00136247604415884	0.00918601831485206	NISCH
ENSG00000010404.17_peak	160.616254178818	-0.412609049854053	0.426316047435739	-0.967847802905538	0.333120385914579	0.525382090103714	IDS
ENSG00000010539.11_peak	41.8918139622982	0.549150883509923	0.846418231561647	0.648793779520481	0.51647167869598	0.690773558935393	ZNF200
ENSG00000010810.17_peak	610.534891224229	-0.735243165171969	0.308914752993676	-2.38008433733503	0.017308676114472	0.066973629027392	FYN
ENSG00000010818.9_peak	1165.21063180322	1.76968332714911	0.258456343012407	6.84712670048169	7.53479818466676e-12	6.06722499278962e-10	HIVEP2
ENSG00000010818.9_peak_2	542.974032251038	0.811739106661767	0.288109325613605	2.8174690455887	0.00484037802014166	0.0251458347879207	HIVEP2
ENSG00000010818.9_peak_3	266.358994799045	0.127513308221141	0.354002114363018	0.360204933946751	0.718693885266017	0.838022851899786	HIVEP2
ENSG00000011007.12_peak	145.983440372041	-0.169408713305105	0.49522320797774	-0.342085569852211	0.732286496675861	0.84728626656958	ELOA
ENSG00000011007.12_peak_2	233.610455435027	-0.988426247482608	0.3692023991512	-2.67719345745047	0.00742417540099198	0.0348857472754835	ELOA
ENSG00000011114.14_peak	145.344270546122	1.50021541870946	0.469315183288834	3.19660533502529	0.00139055044076327	0.00933090949171265	BTBD7
ENSG00000011132.11_peak	682.283738823019	-0.0662131224699797	0.270135640485209	-0.245110650157269	0.806370756786404	0.891967402839285	APBA3
ENSG00000011376.10_peak	132.007698931723	1.69459742714718	0.50877812633526	3.33071989425608	0.000866217176614696	0.00651090247186114	LARS2
