	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	gene.10885.729	87.6792642597637	2.37285591203173	0.646248390779465	3.67173976119266	0.000240904925411423	NA
2	gene.12592.470	161229.457707807	4.46553238533294	0.341436217535161	13.0786722555966	4.35989227548332e-39	3.88052211979393e-35
3	gene.12594.1109	162332.51741036	4.38207428296073	0.332722500800949	13.1703574973497	1.29980734289537e-39	2.31378705108805e-35
4	gene.2231.292	641.129893257169	0.936541333772215	0.283445668563737	3.30412998906568	0.000952716463102157	NA
5	gene.26755.196	18878.0661790425	0.909872180025473	0.274951999256356	3.30920372460045	0.000935617307729891	0.354360078614889
6	gene.35943.203	86.3834890398261	2.38656885948277	0.711555938903939	3.35401439155855	0.000796482201379748	NA
7	gene.36323.1068	13.9562239579418	6.76945797310487	1.81407234303665	3.73163617156149	0.000190240128483723	NA
8	gene.38411.615	46.6556917681078	3.17710235921041	0.937873566002833	3.38755934102189	0.000705174607593819	NA
9	gene.43040.9	68.9171401373995	2.34608257147665	0.706847175255462	3.3190803523106	0.0009031443748823	NA
10	gene.5846.41	243.955594660978	2.07240089729506	0.503908687083629	4.11265165776181	3.91140352674897e-05	NA
