ensembl_id	gene_name	logFC	AveExpr	P.Value	adj.P.Val
ENSG00000278311	GGNBP2	0.0134887730183779	-0.138284517896264	0.890798292467824	0.992465175085581
ENSG00000278259	MYO19	-0.0338949546789568	-0.0419405981559367	0.699952620883604	0.968988802643476
ENSG00000277149	TYW1B	-0.126081175985543	-0.20275940321867	0.199418454715362	0.905933864193947
ENSG00000276043	UHRF1	0.0260904352925545	-0.0186479378116021	0.773059421745152	0.972767235384658
ENSG00000275895	U2AF1L5	0.0806757428940081	0.0864302925873729	0.603240820113462	0.961195621058683
ENSG00000275700	AATF	0.112411484212454	0.175713973231159	0.37601438856622	0.924838871012673
ENSG00000275066	SYNRG	-0.191259971514295	0.0112001325662382	0.159197240860409	0.905261930663358
ENSG00000275052	PPP4R3B	-0.0228607881894932	-0.046793847078526	0.78201645815113	0.972767235384658
ENSG00000273749	CYFIP1	0.116602120345496	0.0525819899373044	0.182284414172949	0.905933864193947
ENSG00000272886	DCP1A	-0.218423225810284	-0.2444920363348	0.0740968330753022	0.876123190792531
ENSG00000272391	POM121C	0.0266191720603524	0.0581433903656867	0.748389622962252	0.972416422358997
ENSG00000270872	SRGAP2D	0.00386384532436219	0.0176515818907342	0.964665541124299	0.994028513076634
ENSG00000270800	RPS10-NUDT3	0.187469352706181	0.399714301720822	0.0875344651608986	0.876123190792531
ENSG00000270647	TAF15	-0.0784628483200515	0.174840737359767	0.674522414084605	0.965124387165084
ENSG00000269343	ZNF587B	-0.031661410528261	0.0618029892448829	0.719873348149404	0.968988802643476
ENSG00000266028	SRGAP2	-0.0227734891778053	0.342339002983145	0.764726684866944	0.972416422358997
ENSG00000265491	RNF115	0.0380673891929134	-0.0741961616241704	0.732879132404171	0.969748165018334
ENSG00000265354	TIMM23	0.08801145855532	0.259454184182693	0.402623586716939	0.933299939298987
ENSG00000264343	NOTCH2NL	0.0434089912672663	-0.479281346865791	0.661289572643366	0.962575906829351
ENSG00000263956	NBPF11	-0.16232964816252	-0.0553741405732212	0.0865079135107681	0.876123190792531
ENSG00000263528	IKBKE	0.0888148114691571	0.0300048616583142	0.261416203511962	0.905933864193947
ENSG00000263513	FAM72C	0.16326652031006	0.0847551663586217	0.2339263981411	0.905933864193947
ENSG00000263001	GTF2I	-0.0833208942839805	-0.0789010181651957	0.383569973595073	0.924838871012673
ENSG00000261794	GOLGA8H	0.012625642932348	0.121016571635443	0.923076711019026	0.994022954639087
ENSG00000261371	PECAM1	0.316509438986666	-0.0161246298276761	0.0168384188673353	0.876123190792531
ENSG00000260916	CCPG1	0.213365682215032	-0.100851894457465	0.0517999930154853	0.876123190792531
ENSG00000258890	CEP95	-0.0356778432752989	0.141130218979896	0.761409609322842	0.972416422358997
ENSG00000257923	CUX1	-0.32844061209696	-0.203136130742825	0.0170692155818695	0.876123190792531
ENSG00000257103	LSM14A	-0.00305796760366236	0.0712303956665838	0.967657831397617	0.995048411322184
ENSG00000255152	MSH5-SAPCD1	0.0448716041831756	-0.0232053550782411	0.622640439023938	0.961195621058683
ENSG00000254772	EEF1G	0.0382164150854787	0.0600530483875076	0.690055312175691	0.965124387165084
ENSG00000254087	LYN	0.0384735838512129	0.173731766609342	0.758670451327687	0.972416422358997
ENSG00000253729	PRKDC	0.000549270585973539	0.0300747658446578	0.994614670635422	0.998479753552399
ENSG00000251201	TMED7-TICAM2	0.0973839351466055	0.0114255766091813	0.276059245424578	0.914097361200033
