ensembl_id	gene_name	logFC	AveExpr	P.Value	adj.P.Val
ENSG00000278311	GGNBP2	0.0654155791406923	-0.134718306276456	0.465317347547788	0.758670004842247
ENSG00000278259	MYO19	-0.310163329027831	-0.039071198480353	0.007244088022804	0.168425046530193
ENSG00000277149	TYW1B	-0.156761927243741	0.195925197448168	0.153774540810891	0.495231985607698
ENSG00000276043	UHRF1	-0.249970130221424	0.0838485877981072	0.0364000573988444	0.280943847270536
ENSG00000275895	U2AF1L5	-0.103269400361027	0.000158380126707815	0.44846676366172	0.745840647720672
ENSG00000275700	AATF	-0.092009362649498	-0.00882982305929589	0.332568983676138	0.669573204307959
ENSG00000275066	SYNRG	0.234471934415411	-0.100915058343118	0.0441379486735466	0.3018256784294
ENSG00000275052	PPP4R3B	-0.159116662533916	0.0311722357115845	0.219166294336311	0.566809381904254
ENSG00000273749	CYFIP1	-0.143359319507257	0.192544321641328	0.28802483890833	0.634901360610205
ENSG00000272886	DCP1A	-0.196732875296188	0.0620235087435922	0.0821777871907999	0.376830859136733
ENSG00000272391	POM121C	-0.186575587498597	0.108232030483686	0.0944021250097538	0.393342187540641
ENSG00000270872	SRGAP2D	0.204264480907466	-0.235085524320262	0.0402409998333927	0.290032177094743
ENSG00000270800	RPS10-NUDT3	0.0855165713263065	0.0970993643730054	0.479402627165344	0.767059570674425
ENSG00000270647	TAF15	0.124601746590047	-0.215945683332576	0.22395355585236	0.57108381472084
ENSG00000269343	ZNF587B	0.0939320594607837	-0.0305236713010965	0.300516363489201	0.645154860900354
ENSG00000266028	SRGAP2	0.148257371787162	-0.193362893970579	0.120588594822855	0.448589572741022
ENSG00000265491	RNF115	-0.129279534346439	0.130964967885404	0.170625720924408	0.513759433682177
ENSG00000265354	TIMM23	0.202990061106811	-0.0176452056864507	0.175658721493868	0.520926693205666
ENSG00000264343	NOTCH2NL	0.185564282667675	0.193345105947852	0.0470933359741062	0.314632201551141
ENSG00000263956	NBPF11	-0.0766561757472	-0.0143322676125184	0.43718019317615	0.739769977536061
ENSG00000263528	IKBKE	-0.127631233516341	-0.0443304006974973	0.427259673298757	0.733395830052845
ENSG00000263513	FAM72C	-0.320240831168842	0.116636442108711	0.0473126689171923	0.315191848803645
ENSG00000263001	GTF2I	0.0680018553353935	0.0325507969522065	0.471125584708307	0.760671516976955
ENSG00000261794	GOLGA8H	-0.159383385325982	0.0829667353305905	0.29163010000997	0.634901360610205
ENSG00000261371	PECAM1	-0.157150928717488	-0.251080796493959	0.290811702103957	0.634901360610205
ENSG00000260916	CCPG1	-0.105716422833233	0.382664533845912	0.336312863752833	0.669573204307959
ENSG00000258890	CEP95	-0.244616098520465	0.192536663114359	0.0254187255474186	0.252253711591974
ENSG00000257923	CUX1	-0.25169859099433	-0.0813762463415205	0.0137538038456047	0.209003881967522
ENSG00000257103	LSM14A	0.117543996437472	-0.00367366750730064	0.257905406015069	0.60651149424302
ENSG00000255152	MSH5-SAPCD1	0.0948610355765234	0.166905157671247	0.322460129771968	0.666417601528734
ENSG00000254772	EEF1G	0.0807049143824541	0.349902441145978	0.430059331423594	0.733395830052845
ENSG00000254087	LYN	0.162528411260304	0.130143220929913	0.0883201251881157	0.38168083840589
ENSG00000253729	PRKDC	-0.125410521075632	0.0283583218703889	0.146427981142173	0.49038042759657
ENSG00000251201	TMED7-TICAM2	0.0781822563091552	-0.152431709692068	0.35878171972128	0.684879543078208
ENSG00000249931	GOLGA8K	-0.0966687707646929	0.00402610092279986	0.508858989119998	0.782336677903011
ENSG00000249437	NAIP	0.33371993209236	-0.147297579151458	0.00628440657845793	0.161104173916616
ENSG00000248643	RBM14-RBM4	0.0353949503299172	-0.0144838932642739	0.794299360887946	0.917364308141881
ENSG00000244687	UBE2V1	0.00459959709934886	0.028962703563217	0.959901470968249	0.993824036294875
ENSG00000243943	ZNF512	-0.165490324133026	-0.212938482817744	0.288794117008039	0.634901360610205
ENSG00000243927	MRPS6	-0.0667505488755436	-0.0684805689976296	0.54341208165653	0.807821668702962
ENSG00000243753	HLA-L	0.879683356913014	0.0736847642292498	4.76803071597019e-06	0.00554283570731535
ENSG00000243646	IL10RB	0.115487343690006	-0.115412618851856	0.608492176914239	0.842611263445864
ENSG00000241973	PI4KA	0.170480010623395	0.178387454072797	0.0723773146861414	0.360336737998455
ENSG00000241878	PISD	-0.104188562237931	0.0650918311740609	0.237299834830527	0.583424828434239
ENSG00000241553	ARPC4	0.174057123299989	-0.0793193034493208	0.0749190506776473	0.361302339285006
ENSG00000241343	RPL36A	0.00177972363623744	-0.0569591369762539	0.991595916339643	0.999265269287756
ENSG00000237649	KIFC1	-0.0179267310505594	-0.372231898990888	0.896321382426614	0.970917847933674
ENSG00000237296	SMG1P1	-0.0322432716811768	-0.0162278936683114	0.791093719270273	0.915071093185763
ENSG00000231500	RPS18	0.233786750442143	0.118225139257847	0.0377627302593004	0.282925432275876
