	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	Gm22220	1597.00066530982	5.83060528120131	1.99101035260059	2.92846557708028	0.00340639549122888	0.999998704039269
2	Gm22357	1209.50614921959	2.8685712326995	1.64896900421427	1.73961501117867	0.0819266416147851	0.999998704039269
3	Gm23238	6609.32708375066	4.21051281633693	1.7972329607942	2.34277520398707	0.0191409118110872	0.999998704039269
4	Gm23240	1247.68991540366	4.77923739883545	1.87899353366727	2.54350923151275	0.0109745156979822	0.999998704039269
5	Gm23330	1073.74164723177	5.28393234557639	1.94014327035193	2.72347533624046	0.00645990388017666	0.999998704039269
6	Gm23502	800.444876303172	3.10320062245877	1.68686066478503	1.83963067444829	0.0658224777679133	0.999998704039269
7	Gm23650	4110.05816564681	2.69829911065223	1.61603828569242	1.66969999073759	0.0949787355919217	0.999998704039269
8	Gm23737	28.9913780286484	4.28538094550436	2.49645599583732	1.71658581310864	0.0860548764448543	0.999998704039269
9	Gm24924	8069.85614029147	4.23105257393575	1.79897135279052	2.35192882164169	0.0186763483789668	0.999998704039269
10	Gm25632	91.2167747730646	3.57288377561571	1.9428752602326	1.83896714768398	0.0659200182643628	0.999998704039269
11	Gm26117	1422.34529035674	5.69860238070698	1.97927212630991	2.87914041983265	0.00398760741391181	0.999998704039269
12	Gm26244	8033.79369445096	4.27781292505339	1.80439694018938	2.37077154686619	0.0177509991760666	0.999998704039269
13	Gm26505	97.5807358037436	3.67806560927302	1.94391859292966	1.89208829148028	0.0584792180671177	0.999998704039269
14	Gm49347	197.989898732233	3.55179230114329	1.82232082669696	1.94904884425925	0.0512895919193543	0.999998704039269
15	Snora74a	238.294985259866	3.2035322236164	1.75981169990672	1.82038352386577	0.0687006197470296	0.999998704039269
16	Snord107	1229.30513909281	3.19639943432844	1.68926865101527	1.89217945434989	0.0584670748465701	0.999998704039269
