Gene_ID	diff
ENSG00000187796	-0.033333333333333326
ENSG00000101546	0.003333333333333334
ENSG00000125971	-0.0033333333333333335
ENSG00000114805	-0.06666666666666665
ENSG00000184254	-0.19666666666666666
ENSG00000124831	0.013333333333333329
ENSG00000121621	-0.07333333333333336
ENSG00000169239	0.11666666666666675
ENSG00000137947	0.003333333333333341
ENSG00000117862	-0.009999999999999898
ENSG00000215472	-0.003333333333333341
ENSG00000067182	0.00666666666666671
ENSG00000166734	0.006666666666666821
ENSG00000197142	-0.11333333333333329
ENSG00000170786	-0.10999999999999999
ENSG00000081803	0.01999999999999999
ENSG00000091986	0.0
ENSG00000111341	-0.09666666666666665
ENSG00000120798	-0.01999999999999999
ENSG00000172572	0.2633333333333333
ENSG00000112893	0.036666666666666736
ENSG00000116678	0.043333333333333335
ENSG00000151743	-0.18333333333333346
ENSG00000165376	-0.06999999999999995
ENSG00000138641	-0.009999999999999898
ENSG00000121797	-0.0033333333333334103
ENSG00000119414	0.009999999999999981
ENSG00000139624	0.003333333333333341
ENSG00000169919	0.013333333333333308
ENSG00000196458	0.23333333333333328
ENSG00000163666	0.3333333333333333
ENSG00000167565	0.1200000000000001
ENSG00000136868	-0.01000000000000012
ENSG00000123892	-0.013333333333333197
ENSG00000198863	0.033333333333333326
ENSG00000147789	-0.006666666666666599
ENSG00000214595	0.15333333333333332
ENSG00000165626	-0.033333333333333326
ENSG00000126012	0.006666666666666654
ENSG00000104450	-5.551115123125783e-17
ENSG00000100867	0.10666666666666669
ENSG00000129083	-0.030000000000000027
ENSG00000004897	0.0033333333333334103
ENSG00000137135	0.03333333333333338
ENSG00000144677	-0.020000000000000018
ENSG00000170035	0.036666666666666625
ENSG00000019485	0.053333333333333344
ENSG00000107521	0.056666666666666615
ENSG00000136514	0.5766666666666667
ENSG00000196391	-0.06666666666666665
ENSG00000139505	-0.003333333333333341
ENSG00000225190	-0.09999999999999998
ENSG00000126752	-0.18666666666666687
ENSG00000163539	-0.013333333333333364
ENSG00000143194	0.5266666666666666
ENSG00000140829	0.06999999999999995
ENSG00000081665	-0.06333333333333335
ENSG00000137310	-0.030000000000000027
ENSG00000204599	0.0
ENSG00000161914	0.02666666666666656
ENSG00000178449	0.06666666666666676
ENSG00000169359	0.033333333333333326
ENSG00000095485	0.030000000000000027
ENSG00000148468	0.020000000000000018
ENSG00000163870	-0.03333333333333344
ENSG00000111231	-0.010000000000000009
ENSG00000151445	0.09000000000000008
ENSG00000081014	0.039999999999999925
ENSG00000204264	-0.039999999999999925
ENSG00000151835	0.0
ENSG00000006025	-0.046666666666666745
ENSG00000139722	0.03333333333333344
ENSG00000003400	0.09000000000000002
ENSG00000079385	0.5333333333333334
ENSG00000099958	-0.11999999999999988
ENSG00000112183	0.0
ENSG00000137055	-0.009999999999999995
ENSG00000170962	-0.06999999999999995
ENSG00000188529	0.013333333333333308
ENSG00000239713	0.030000000000000027
ENSG00000107290	0.0733333333333333
ENSG00000172590	0.016666666666666663
ENSG00000011258	0.016666666666666607
ENSG00000162772	-0.15666666666666662
ENSG00000183092	-0.4
ENSG00000121057	0.1200000000000001
ENSG00000074935	-0.0566666666666667
ENSG00000152939	-0.10999999999999999
ENSG00000204577	0.06333333333333324
ENSG00000090382	0.10999999999999999
ENSG00000189079	0.006666666666666654
ENSG00000143549	-0.006666666666666668
ENSG00000123405	0.33666666666666667
ENSG00000174599	0.18333333333333335
ENSG00000179915	0.42666666666666664
ENSG00000020922	-0.046666666666666634
ENSG00000243244	-0.1200000000000001
ENSG00000176809	-0.020000000000000018
ENSG00000197622	0.00666666666666671
ENSG00000178719	0.010000000000000009
ENSG00000071575	-0.033333333333333215
ENSG00000138771	-0.036666666666666625
ENSG00000184113	-0.00666666666666671
ENSG00000197915	0.0
ENSG00000175697	0.17000000000000004
ENSG00000139193	-0.01666666666666669
ENSG00000254901	-0.08999999999999997
ENSG00000065615	-0.010000000000000009
ENSG00000168137	0.040000000000000036
ENSG00000255302	0.039999999999999925
ENSG00000154358	-0.15666666666666673
ENSG00000169258	-0.06666666666666671
ENSG00000065361	0.12666666666666665
ENSG00000106012	-0.026666666666666672
ENSG00000140545	0.05333333333333323
ENSG00000135686	-0.030000000000000027
ENSG00000223496	-0.033333333333333215
ENSG00000154781	-0.04333333333333328
ENSG00000186111	-0.009999999999999898
ENSG00000170653	0.04000000000000001
ENSG00000125485	-0.01666666666666669
ENSG00000035664	-0.023333333333333317
ENSG00000121104	0.036666666666666625
ENSG00000243147	0.016666666666666663
ENSG00000147536	-0.06999999999999995
ENSG00000102312	0.08999999999999997
ENSG00000188958	0.7033333333333334
ENSG00000163961	-0.023333333333333428
ENSG00000257704	0.0
ENSG00000141873	-0.013333333333333308
ENSG00000101000	-0.036666666666666736
ENSG00000136238	0.040000000000000036
ENSG00000148925	-0.06333333333333335
ENSG00000189283	0.04000000000000001
ENSG00000172845	-0.006666666666666668
ENSG00000182791	0.18666666666666654
ENSG00000136925	0.036666666666666625
ENSG00000023572	0.0033333333333332993
ENSG00000198087	0.06333333333333341
ENSG00000100815	0.033333333333333326
ENSG00000137225	0.13
ENSG00000177485	0.0033333333333334103
ENSG00000137221	0.07666666666666666
ENSG00000141101	-0.00666666666666671
ENSG00000104267	-0.2733333333333334
ENSG00000181472	-0.040000000000000036
ENSG00000104738	-0.026666666666666616
ENSG00000073605	-0.3000000000000001
ENSG00000108771	0.08666666666666667
ENSG00000224420	0.01999999999999999
ENSG00000165996	0.010000000000000009
ENSG00000188629	-0.3500000000000001
ENSG00000167797	0.043333333333333335
ENSG00000125459	-0.010000000000000009
ENSG00000140463	0.04999999999999982
ENSG00000077157	0.03333333333333333
ENSG00000120158	-0.16666666666666663
ENSG00000116132	0.12333333333333318
ENSG00000173960	-0.003333333333333355
ENSG00000120008	0.009999999999999898
ENSG00000165169	0.036666666666666625
ENSG00000137877	0.039999999999999925
ENSG00000140859	0.029999999999999916
ENSG00000136630	0.15000000000000008
ENSG00000157426	-0.04666666666666666
ENSG00000198554	0.013333333333333364
ENSG00000124207	0.020000000000000018
ENSG00000115944	0.026666666666666727
ENSG00000088899	0.016666666666666607
ENSG00000145022	0.06666666666666676
ENSG00000116096	0.1033333333333335
ENSG00000124743	-0.046666666666666634
ENSG00000042429	-0.010000000000000009
ENSG00000134243	0.0
ENSG00000109084	0.0033333333333334103
ENSG00000168917	0.009999999999999898
ENSG00000112118	-0.01000000000000012
ENSG00000183044	0.13
ENSG00000115677	-0.036666666666666625
ENSG00000137463	0.22666666666666663
ENSG00000197894	0.01666666666666672
ENSG00000088756	-0.31000000000000005
ENSG00000150630	0.026666666666666616
ENSG00000123453	0.010000000000000009
ENSG00000198546	-0.06000000000000005
ENSG00000158373	0.023333333333333317
ENSG00000183598	-0.10333333333333339
ENSG00000103657	0.12999999999999995
ENSG00000182687	0.19333333333333336
ENSG00000141505	0.07333333333333325
ENSG00000089289	-0.013333333333333364
ENSG00000171462	-0.10999999999999988
ENSG00000149798	0.03666666666666685
ENSG00000214517	0.013333333333333308
ENSG00000008405	0.13333333333333353
ENSG00000255837	0.4966666666666666
ENSG00000143368	-0.039999999999999925
ENSG00000132823	-0.03666666666666671
ENSG00000188313	-0.006666666666666654
ENSG00000077152	0.0
ENSG00000117543	-0.03666666666666665
ENSG00000101188	-0.29333333333333333
ENSG00000170899	0.026666666666666727
ENSG00000166260	0.023333333333333206
ENSG00000115355	-0.06999999999999995
ENSG00000123685	0.020000000000000018
ENSG00000159692	0.0033333333333334103
ENSG00000081377	-0.033333333333333215
ENSG00000141219	0.006666666666666821
ENSG00000144043	0.039999999999999813
ENSG00000183426	0.01666666666666683
ENSG00000176182	0.043333333333333224
ENSG00000102547	0.11666666666666659
ENSG00000256660	0.38666666666666666
ENSG00000101574	-0.05666666666666664
ENSG00000173575	0.07666666666666666
ENSG00000100731	0.010000000000000009
ENSG00000104368	0.0
ENSG00000174808	0.04666666666666652
ENSG00000171940	0.033333333333333215
ENSG00000151414	0.023333333333333206
ENSG00000115468	0.00666666666666671
ENSG00000073910	-0.4766666666666666
ENSG00000138674	-0.04666666666666669
ENSG00000124217	-0.003333333333333355
ENSG00000221994	0.08666666666666656
ENSG00000177932	0.033333333333333326
ENSG00000164078	0.023333333333333206
ENSG00000158169	0.16999999999999998
