	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	ACTG2	146.185675696943	3.03687209553622	0.909645359957588	3.33852315332848	0.000842250108558066	0.163602314088259
2	ACTN1	1175.99976347681	2.75525256074533	0.825812668311304	3.33641353114565	0.00084866824120158	0.163602314088259
3	ALPK2	72.5715885653107	4.92600513329678	1.33682720511677	3.68484805997534	0.000228839112080007	0.07648311657074
4	ANKRD1	673.051604912064	6.47373129401164	1.19319088825937	5.42556212732697	5.7772430082105e-08	0.000231705959582629
5	ANXA2	1010.38700189683	2.78035740357929	0.832859311274462	3.33832781352317	0.000842842496792641	0.163602314088259
6	APOBEC3C	65.7607121251581	5.42245766349458	1.29117788568236	4.19962092258799	2.67362215952119e-05	0.021446014548906
7	CAV1	273.315605132478	5.69447695629964	1.08718678985275	5.23780918738989	1.62493932521501e-07	0.000391025399219741
8	CITED2	80.1292655830415	4.32562745110297	1.22341435724066	3.53570106930833	0.00040669461518849	0.116508324046379
9	CPA4	229.662746288715	3.82617072762924	0.975347786313373	3.92287836330816	8.74973315179266e-05	0.0421107157129477
10	CTGF	2099.17263306973	4.95632423009621	1.20567486301144	4.11082986147418	3.94239627533178e-05	0.02635272888044
11	CYR61	928.811170916798	5.44291539038857	1.0753136503383	5.06170026640711	4.15533942308514e-07	0.000833284065642673
12	DSP	435.150219913623	3.79470200812279	1.01296819606533	3.74612156912975	0.000179589585543687	0.0635535850959305
13	EMP1	429.913596519599	3.21386257569489	0.89394864605254	3.59513109604957	0.000324228267551043	0.0975278628793539
14	FN1	3253.41220179098	2.83331972363313	0.844044096718056	3.35683850482467	0.000788391475616907	0.160778410756316
15	IGFBP3	879.550895412668	3.73752619144303	0.90626601543305	4.12409395011584	3.72196960764866e-05	0.0263427872466051
16	INHBA	505.236809904159	2.60751441711969	0.768411626793624	3.39338230474226	0.000690352172526391	0.152778374781758
17	KIAA1755	29.5988365064301	7.79792899350575	2.29543582610636	3.39714528492527	0.000680928044001886	0.152778374781758
18	KLKP1	126.93339710166	5.98029663191745	1.34420989523265	4.44893067156182	8.62988641330485e-06	0.00916546566126793
19	KRT17	165.598297530364	6.05993911408623	1.10003511215438	5.50885971468499	3.61165580839779e-08	0.000231705959582629
20	KRT19	144.405841878186	3.7738355221438	1.14003142025478	3.31029079996795	0.000931990902410687	0.172518685197006
21	LINC01164	23.413500283144	7.45952363997496	2.23753195476208	3.33381770217808	0.000856627808141651	0.163602314088259
22	MET	57.4181790283215	7.3302084667006	1.90866370876247	3.84049239949834	0.000122787774125905	0.0509442240787201
23	MT2A	491.16671960632	4.54668958733197	0.914002207678312	4.97448425084351	6.5421582498636e-07	0.00112450354374798
24	NEURL2	50.3361403280971	7.1428721488182	2.051042736278	3.48255646870639	0.000496650463169181	0.121953028017379
25	PENK	308.300717451958	3.7297939971449	1.04164797093568	3.58066650270969	0.00034271886497739	0.100575448375804
26	PHLDA2	207.935389221737	3.33134861052197	1.00587477566465	3.31189198806652	0.000926673165627247	0.172518685197006
27	SCARNA18	28.2138289919616	7.72944226486353	2.0960346013693	3.68765012744257	0.000226334561322686	0.07648311657074
28	SDPR	22.1261537761815	7.37906171223447	2.1890827599516	3.37084638700349	0.000749376309507019	0.156852523512785
29	SNAR-E	1047.80163260177	2.9999338092564	0.785425256965387	3.81950259767188	0.000133721051436623	0.0534368082046018
30	SNHG3	1965.21910385118	5.93291839685292	1.08968665927069	5.44460955484553	5.19191418071475e-08	0.000231705959582629
31	SNORD46	62.2451363798124	4.016991530335	1.18959864483702	3.37676202622552	0.000733444762810724	0.156852523512785
32	SNORD95	35.8356494607708	8.07546281494854	1.97946477006565	4.07961936836123	4.5109501798426e-05	0.0271378762819331
33	SUGCT	55.8409603493915	5.35309829017315	1.45761737337487	3.67249896163006	0.000240190127581493	0.0781072328394735
34	TAGLN	1223.3041449481	4.2288603863438	0.915256844271489	4.62040837259165	3.82985456779144e-06	0.00512009001774073
35	TIMP1	1658.89606748652	3.95989673403181	0.928245411879281	4.26600194663477	1.99007043586134e-05	0.0171032339173455
36	TM4SF1	310.557051567199	4.10147693761779	1.0642570211242	3.85384061952001	0.000116279304504873	0.0509442240787201
37	TNFRSF10D	223.33712933953	3.37993670464715	0.879731342528251	3.84201010155394	0.000122030812676957	0.0509442240787201
38	TNFRSF12A	266.952323307915	3.94057467593882	0.945897159716827	4.1659652272542	3.10037961029432e-05	0.0233148546694133
39	VDR	95.275314019044	4.38688896130603	1.0985480138431	3.99335204836353	6.51457337894077e-05	0.0348371325484504
40	VGLL3	398.063949819208	3.29241377850848	0.977446323667728	3.36838320303274	0.000756104252305645	0.156852523512785
