	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	ASCL1	75.4220502068982	7.28154279033098	1.54671397374914	4.70775005198987	2.50465946720083e-06	0.00519048930252918
2	ATP1B1	301.453570497964	2.08460797056052	0.58186769305005	3.58261507806588	0.000340171679689287	0.0888024875526458
3	C1orf61	27.3243132262145	8.11512731892519	1.9061178830364	4.25741104007586	2.06807911074807e-05	0.0193620066828346
4	CDKN1A	262.598129902372	3.11921215500587	0.924550298275864	3.37376145010465	0.00074148594599781	0.153660604208946
5	CELF4	164.247828271584	3.95404962633112	0.692462619290632	5.71012718402288	1.12891776985058e-08	7.01848177516103e-05
6	DDR1	468.959438908478	3.19714037012549	0.771909499978476	4.14185907831765	3.44501999553758e-05	0.0237974325691746
7	DPF1	392.922138716694	3.12957040179866	0.845829364915214	3.70000207088149	0.000215597707622322	0.0659418015253764
8	DPF3	14.8350978419198	7.23487779928564	2.19274424978307	3.29946267103489	0.000968701099255634	0.174562745915139
9	ELAVL3	516.851498596099	2.58593968849366	0.661650588307577	3.9083161629285	9.29416291099068e-05	0.0361136317610181
10	GFAP	15.5167642089769	7.29417656807381	2.18736330154459	3.33468910396508	0.000853948149928713	0.16582246624686
11	GNG4	90.9107572206429	3.50126400899218	0.89282982242438	3.92153568468948	8.79864148577606e-05	0.0352910671723031
12	GPM6A	525.497445922474	3.93249947365775	0.800035665000117	4.91540520716308	8.8599012800643e-07	0.00357577611334061
13	GRIA2	112.386598062681	5.00449679005063	1.09034568973515	4.58982581135921	4.4361605393205e-06	0.00787988859227302
14	GRIN1	16.6188161264703	7.39307424474274	2.178316886837	3.39393882011252	0.000688950820412131	0.145193466118719
15	HAGLR	19.7699360000953	7.64859809601996	2.03299658736147	3.7622286941203	0.000168405948574949	0.0565935017454303
16	HOTAIRM1	57.0803560933293	5.8027095981079	1.21602976606465	4.77184832151504	1.82542955318187e-06	0.00453947821285268
17	HOXA-AS2	42.3744561911337	7.24885391481271	1.81296344524881	3.99834532450702	6.37868435741077e-05	0.0305048312692483
18	HOXA4	46.0423059180028	7.37083019344964	1.80342629228949	4.08712583650548	4.36750254220912e-05	0.0271527633049141
19	HOXB3	27.2573236612511	4.30966323208407	1.2939929013114	3.33051535886822	0.000866853812614276	0.16582246624686
20	HPCAL4	30.5950153825498	6.77901968743816	1.77907067688215	3.81042741894801	0.000138726737627609	0.0507331839900498
21	HSPA4L	85.9674634427157	4.22976180743163	1.12117949664225	3.77260003424881	0.000161555159727789	0.055799357112648
22	LAMP5	27.2168307090787	8.1101535194506	1.97290867501001	4.11075972353837	3.94359412228329e-05	0.0258077101665634
23	LINC00461	101.232087373737	6.94550228732324	1.12430472689449	6.17759769320533	6.50843031717491e-10	8.09258225637529e-06
24	MASP1	39.2933413175839	6.33610063279025	1.5609957276796	4.05901215515097	4.92807486598511e-05	0.0278525831289359
25	MIAT	386.446912704025	2.42642675453876	0.615594450778968	3.94159945962537	8.09400591503217e-05	0.034703748119831
26	MIR124-2HG	89.5029427681237	3.69665843137376	0.918689570051614	4.02383846718329	5.72571966237262e-05	0.0296639992841422
27	NEAT1	927.750779838572	2.95541250230425	0.74574913496705	3.96301163987918	7.40101717769688e-05	0.0328658027098154
28	NHLH2	78.3099212035585	3.56596074747607	1.06910248334488	3.33547139121717	0.000851549152817535	0.16582246624686
29	PCLO	517.715338818053	2.15396549050602	0.62617424885505	3.43988194092062	0.00058196798800509	0.12921767790813
30	PHOX2B	52.64818346094	5.00428383173837	1.1875121706486	4.21409056296671	2.50786648895722e-05	0.0207885412824627
31	PPFIA2	67.5488197701928	3.6037969519003	0.89976544599052	4.00526266924265	6.1948604233399e-05	0.0305048312692483
32	SCN3B	115.404262172293	3.38287762545649	0.977109362235364	3.46212794207331	0.000535922324873172	0.125729399763642
33	SLIT1	212.40145293171	4.61912583852749	0.949654225145166	4.86400809496889	1.15032205672852e-06	0.00357577611334061
34	SNORD116-2	18.3624065255203	7.54133044125947	2.03928692573173	3.69802323846778	0.000217285000954785	0.0659418015253764
35	STMN4	2001.74641576352	2.82201696015246	0.795982966150554	3.54532330484406	0.000392131794175963	0.0995054434445698
36	TXNIP	974.353674959617	3.21575967086301	0.771583469564637	4.16774049433367	3.07633872924851e-05	0.0237974325691746
