	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	ACTG2	202.734736058587	5.93477115132736	1.411436288758	4.20477438379432	2.61342720385314e-05	0.0840173288918719
2	ANKRD1	1028.01357911765	6.27909363376262	1.42091907088637	4.41903677867152	9.91417763247409e-06	0.0402698426142713
3	CPA4	330.47257926801	8.23310167729043	1.86781276931242	4.40788381606428	1.04385511468379e-05	0.0402698426142713
4	CYR61	1413.28740231476	5.14236437666695	1.28596088996214	3.99884974481482	6.365107078399e-05	0.153470688044048
5	IGFBP3	1288.33496280855	4.35683524009993	1.07245857894877	4.06247413710889	4.85553287040734e-05	0.133797676481839
6	IGFBP7	572.30576363621	4.18147371822986	1.23649458271675	3.38171616493667	0.000720345322833581	0.782805813258271
7	KRT19	209.416959397172	5.23610617110064	1.56929866694791	3.33658995663598	0.000848129766437509	0.782805813258271
8	LOC100289230	83.1303744239645	8.68908598541075	2.6066358584809	3.33344834382604	0.000857765977852455	0.782805813258271
9	NPR3	303.138429819687	10.5535915696267	2.36831122763444	4.45616751991167	8.34378413583678e-06	0.0402698426142713
10	SNHG3	3081.83135188434	4.26062788414482	1.26484106019551	3.36850851717785	0.000755760619410484	0.782805813258271
