sensory_water_1	sensory_50uM_OXL_	sensory_water_2
MIR3622B	0	0	0
MIR363	0	0	0
MIR3646	0	0	0
MIR3648-1	0	0	0
MIR3648-2	0	0	0
MIR3649	0	0	0
MIR3650	0	0	0
MIR3651	0	0	0
MIR3652	514	372	451
MIR3653	0	0	0
MIR3654	0	0	0
MIR3655	0	17	1
MIR3656	0	0	0
MIR3657	0	0	0
MIR3658	0	0	0
MIR3659	0	0	0
MIR365A	0	0	0
MIR365B	0	0	0
MIR3660	0	0	0
MIR3661	0	0	0
MIR3662	0	0	0
MIR3663	0	0	0
MIR3663HG	0	1	0
MIR3664	0	0	0
MIR3665	0	0	0
MIR3666	0	0	0
MIR3667	0	0	0
MIR3668	0	0	0
MIR367	0	0	0
MIR3670-1	0	0	0
MIR3670-2	0	0	0
MIR3670-3	0	0	0
MIR3670-4	0	0	0
MIR3671	0	0	0
MIR3672	0	0	0
MIR3674	0	0	0
MIR3675	0	0	0
MIR3677	0	0	0
MIR3678	0	0	0
MIR3679	0	0	0
MIR3680-1	0	0	0
MIR3680-2	0	0	0
MIR3681	0	0	0
MIR3682	0	0	0
MIR3683	0	0	0
MIR3684	0	0	0
MIR3685	0	0	0
MIR3686	0	0	0
MIR3687-1	0	0	0
MIR3687-2	0	0	0
MIR3688-1	0	0	0
MIR3688-2	0	0	0
MIR3689A	0	0	0
MIR3689B	0	0	0
MIR3689C	0	0	0
MIR3689D1	0	0	0
MIR3689D2	0	0	0
MIR3689E	0	0	0
MIR3689F	0	0	0
MIR369	0	0	0
MIR3690	0	0	0
MIR3691	0	0	0
MIR3692	0	0	0
MIR370	0	0	0
MIR3713	0	0	0
MIR3714	0	0	0
MIR371A	0	0	0
MIR371B	0	0	0
MIR372	0	0	0
MIR373	0	0	0
MIR374A	0	0	0
MIR374B	0	0	0
MIR374C	0	0	0
MIR375	0	0	0
MIR376A1	0	0	0
MIR376A2	0	0	0
MIR376B	0	0	0
MIR376C	0	0	0
MIR377	0	0	0
MIR378A	0	0	0
MIR378B	0	0	0
MIR378C	0	0	0
MIR378D1	0	0	0
MIR378D2	0	0	0
MIR378E	0	0	0
MIR378F	0	0	0
MIR378G	0	0	0
MIR378H	0	0	0
MIR378I	0	0	0
MIR378J	0	0	0
MIR379	0	0	0
MIR380	0	0	0
MIR381	0	0	0
MIR381HG	0	0	0
MIR382	0	0	0
MIR383	0	0	0
MIR384	0	0	0
MIR3907	0	0	0
MIR3908	0	11	0
MIR3909	0	0	0
MIR3910-1	0	0	0
MIR3910-2	0	0	0
MIR3911	3	4	5
MIR3912	0	0	0
MIR3913-1	0	0	0
MIR3913-2	0	0	0
MIR3914-1	0	0	0
MIR3914-2	0	0	0
MIR3915	1	0	0
MIR3916	0	0	12
MIR3917	0	12	1
MIR3918	0	0	0
MIR3919	0	0	0
MIR3920	0	0	0
MIR3921	0	0	0
MIR3922	0	0	0
MIR3923	0	0	0
MIR3924	0	0	0
MIR3925	0	0	0
MIR3926-1	0	0	1
MIR3926-2	0	0	1
MIR3927	0	0	0
MIR3928	0	0	0
MIR3929	0	0	0
MIR3934	0	0	0
MIR3935	0	0	0
MIR3936	0	0	0
MIR3937	0	0	0
MIR3938	0	0	0
MIR3939	0	0	0
MIR3940	0	0	0
MIR3941	0	0	0
MIR3942	0	0	0
MIR3943	0	0	2
MIR3944	0	0	0
MIR3945	0	0	0
MIR3960	0	0	0
MIR3972	0	0	0
MIR3973	0	0	0
MIR3974	0	0	0
MIR3975	0	1	0
MIR3976	0	0	0
MIR3976HG	0	21	0
MIR3977	0	0	0
MIR3978	0	0	0
MIR409	0	0	0
MIR410	0	0	0
MIR411	0	0	0
MIR412	0	0	0
MIR421	0	0	0
MIR422A	0	0	0
MIR423	0	0	0
MIR424	0	0	0
MIR425	0	0	0
MIR4251	0	0	0
MIR4252	0	0	0
MIR4253	0	0	0
MIR4254	0	0	0
MIR4255	0	0	0
MIR4256	0	0	0
MIR4257	0	0	0
MIR4258	0	0	0
MIR4259	0	0	0
MIR4260	0	0	0
MIR4261	0	0	0
MIR4262	0	0	0
MIR4263	0	0	0
MIR4264	0	0	0
MIR4265	0	0	0
MIR4266	0	0	0
MIR4267	0	0	0
MIR4268	0	0	0
MIR4269	0	0	0
MIR4270	0	0	0
MIR4271	0	0	0
MIR4272	0	0	0
MIR4273	0	0	0
MIR4274	0	0	0
MIR4275	0	15	0
MIR4276	0	0	0
MIR4277	0	0	0
MIR4278	0	0	0
MIR4279	0	0	0
MIR4280	0	0	0
MIR4281	0	0	0
MIR4282	0	0	0
MIR4283-1	0	0	0
MIR4283-2	0	0	0
MIR4284	0	0	0
MIR4285	0	0	0
MIR4286	0	0	0
MIR4287	0	0	0
MIR4288	0	0	0
MIR4289	0	0	0
MIR429	0	0	0
MIR4290	0	0	0
MIR4291	0	0	0
MIR4292	0	0	0
MIR4293	0	0	0
MIR4294	0	0	0
MIR4295	0	0	0
MIR4296	0	0	0
MIR4297	0	0	0
MIR4298	0	0	0
MIR4299	0	0	0
MIR4300	0	0	0
MIR4301	0	0	0
MIR4302	0	0	0
MIR4303	0	0	0
MIR4304	0	0	0
MIR4305	0	0	0
MIR4306	0	0	0
MIR4307	0	0	0
MIR4308	0	0	0
MIR4309	0	0	0
MIR431	0	0	0
MIR4310	0	0	0
MIR4311	0	0	0
MIR4312	0	0	0
MIR4313	0	0	0
MIR4314	0	0	0
MIR4315-1	0	0	0
MIR4315-2	0	0	0
MIR4316	0	0	0
MIR4317	0	0	0
MIR4318	0	0	0
MIR4319	0	0	0
MIR432	0	0	0
MIR4320	0	0	0
MIR4321	0	0	0
MIR4322	0	0	0
MIR4323	0	0	0
MIR4324	0	0	0
MIR4325	0	0	0
MIR4326	0	0	0
MIR4327	0	0	0
MIR4328	0	0	0
MIR4329	0	0	0
MIR433	0	0	0
MIR4330	0	0	0
MIR4417	0	0	0
MIR4418	0	0	0
MIR4419A	7	0	10
MIR4419B	0	0	0
MIR4420	0	0	0
MIR4421	0	0	0
MIR4422	0	0	0
MIR4423	0	0	0
MIR4424	0	0	0
MIR4425	0	0	0
MIR4426	0	0	0
MIR4427	0	0	0
MIR4428	0	0	0
MIR4429	0	0	0
MIR4430	0	0	0
MIR4431	0	0	0
MIR4432	0	0	0
MIR4433A	0	0	0
MIR4433B	0	0	0
MIR4434	0	0	0
MIR4435-1	0	0	0
MIR4435-2	0	0	0
MIR4435-2HG	6	13	32
MIR4436A	0	0	0
MIR4436B1	0	0	0
MIR4436B2	0	0	0
MIR4437	0	0	0
MIR4438	0	0	0
MIR4439	0	0	0
MIR4440	0	0	0
MIR4441	0	0	0
MIR4442	0	5	0
MIR4443	0	0	0
MIR4444-1	0	0	0
MIR4444-2	0	0	0
MIR4445	0	0	0
MIR4446	0	0	0
MIR4447	0	0	0
MIR4448	0	0	0
MIR4449	0	0	0
MIR4450	0	0	0
MIR4451	0	0	0
MIR4452	0	0	0
MIR4453	0	0	0
MIR4454	0	0	0
MIR4455	0	0	0
MIR4456	0	0	0
MIR4457	0	0	0
MIR4458	0	0	0
MIR4458HG	0	0	0
MIR4459	0	10	4
MIR4460	0	0	0
MIR4461	0	0	0
MIR4462	0	0	0
MIR4463	0	0	0
MIR4464	0	0	0
MIR4465	0	0	0
MIR4466	0	0	0
MIR4467	0	0	0
MIR4468	0	0	0
MIR4469	0	0	0
MIR4470	0	0	0
MIR4471	0	0	0
MIR4472-1	0	0	0
MIR4472-2	0	0	0
MIR4473	0	0	0
MIR4474	0	0	0
MIR4475	0	0	0
MIR4476	0	0	0
MIR4477A	0	0	0
MIR4477B	0	0	0
MIR4478	0	0	0
MIR4479	0	0	0
MIR448	0	0	0
MIR4480	0	0	0
MIR4481	0	0	0
MIR4482	0	0	0
MIR4483	0	0	0
MIR4484	0	0	0
MIR4485	0	0	0
MIR4486	0	0	0
MIR4487	0	0	0
MIR4488	0	0	0
MIR4489	0	0	0
MIR4490	0	0	0
MIR4491	0	0	0
MIR4492	0	0	0
MIR4493	0	0	0
MIR4494	0	0	0
MIR4495	0	0	0
MIR4496	0	0	0
MIR4497	0	0	0
MIR4498	0	0	0
MIR4499	0	0	0
MIR449A	0	0	0
MIR449B	0	0	0
MIR449C	0	0	0
MIR4500	0	0	0
MIR4500HG	0	0	0
MIR4501	0	0	0
MIR4502	0	0	0
MIR4503	0	0	0
MIR4504	0	0	0
MIR4505	0	0	0
MIR4506	0	0	0
MIR4507	0	0	0
MIR4508	0	0	0
MIR4509-1	0	0	0
MIR4509-2	0	0	0
MIR4509-3	0	0	0
MIR450A1	0	0	0
MIR450A2	0	0	0
MIR450B	0	0	0
MIR4510	0	0	0
MIR4511	0	0	0
MIR4512	0	0	0
MIR4513	0	0	0
MIR4514	0	0	0
MIR4515	0	0	0
MIR4516	0	0	0
MIR4517	0	0	0
MIR4518	0	0	0
MIR4519	0	0	0
MIR451A	0	0	0
MIR451B	0	0	0
MIR452	0	0	0
MIR4520-1	0	0	0
MIR4520-2	0	0	0
MIR4521	44	14	0
MIR4522	0	0	0
MIR4523	0	0	0
MIR4524A	0	0	0
MIR4524B	0	0	0
MIR4525	0	0	0
MIR4526	0	0	0
MIR4527	0	0	0
MIR4528	0	0	0
MIR4529	0	0	0
MIR4530	0	0	0
MIR4531	0	0	0
MIR4532	0	0	0
MIR4533	0	0	0
MIR4534	0	0	0
MIR4535	0	0	0
MIR4536-1	0	0	0
MIR4536-2	0	0	0
MIR4537	0	0	0
MIR4538	0	0	0
MIR4539	0	0	0
MIR454	0	0	0
MIR4540	0	0	0
MIR455	0	0	0
MIR4632	0	0	0
MIR4633	0	0	0
MIR4634	0	0	0
MIR4635	0	0	0
MIR4636	0	0	0
MIR4637	0	0	0
MIR4638	0	0	0
MIR4639	0	0	0
MIR4640	0	0	0
MIR4641	0	0	0
MIR4642	0	0	0
MIR4643	0	0	0
MIR4644	0	0	2
MIR4645	0	0	0
MIR4646	0	0	0
MIR4647	0	0	0
MIR4648	0	0	0
MIR4649	0	0	0
MIR4650-1	0	0	0
MIR4650-2	0	0	0
MIR4651	0	0	0
MIR4652	0	0	0
MIR4653	0	0	0
MIR4654	0	0	0
MIR4655	0	0	0
MIR4656	0	0	0
MIR4657	0	0	0
MIR4658	0	0	0
MIR4659A	0	0	0
MIR4659B	0	0	0
MIR466	0	0	0
MIR4660	0	0	0
MIR4661	0	0	0
MIR4662A	0	0	0
MIR4662B	0	0	0
MIR4663	0	0	0
MIR4664	0	0	0
MIR4665	0	0	0
MIR4666A	0	0	0
MIR4666B	0	0	0
MIR4667	0	0	0
MIR4668	0	0	0
MIR4669	0	0	0
MIR4670	0	0	0
MIR4671	0	0	0
MIR4672	0	0	0
MIR4673	0	0	0
MIR4674	0	0	0
MIR4675	0	0	0
MIR4676	0	0	0
MIR4677	0	0	0
MIR4678	0	0	0
MIR4679-1	0	0	0
MIR4679-2	0	0	0
MIR4680	0	5	1
MIR4681	0	0	0
MIR4682	0	0	0
MIR4683	0	0	0
MIR4684	0	0	0
MIR4685	0	0	0
MIR4686	0	0	0
MIR4687	0	0	0
MIR4688	0	0	0
MIR4689	0	0	0
MIR4690	0	0	0
MIR4691	0	0	0
MIR4692	0	0	0
MIR4693	0	0	0
MIR4694	0	0	0
MIR4695	0	0	0
MIR4696	0	0	0
MIR4697	0	0	0
MIR4697HG	12	9	43
MIR4698	0	0	0
MIR4699	0	0	0
MIR4700	0	0	0
MIR4701	0	0	0
MIR4703	0	0	0
MIR4704	0	0	0
MIR4705	0	0	0
MIR4706	0	0	0
MIR4707	0	0	0
MIR4708	0	0	0
MIR4709	1	5	11
MIR4710	0	0	0
MIR4711	0	0	0
MIR4712	0	0	0
MIR4713	0	0	0
MIR4714	0	0	0
MIR4715	0	0	0
MIR4716	0	0	0
MIR4717	0	0	0
MIR4718	0	0	0
MIR4719	0	0	0
MIR4720	0	0	0
MIR4721	0	0	0
MIR4722	0	0	0
MIR4723	0	0	0
MIR4724	0	0	0
MIR4725	0	0	0
MIR4726	0	0	0
MIR4727	0	0	0
MIR4728	0	0	0
MIR4729	0	0	0
MIR4730	0	0	0
MIR4731	0	0	0
MIR4732	0	0	0
MIR4733	0	0	0
MIR4734	0	0	0
MIR4735	0	0	0
MIR4736	0	0	0
MIR4737	0	0	0
MIR4738	0	0	0
MIR4739	0	0	0
MIR4740	0	0	0
MIR4741	0	0	0
MIR4742	0	0	0
MIR4743	0	0	0
MIR4744	0	0	0
MIR4745	0	0	0
MIR4746	0	0	0
MIR4747	0	0	0
MIR4748	0	0	0
MIR4749	0	0	0
MIR4750	0	0	0
MIR4751	0	0	5
MIR4752	0	0	0
MIR4753	0	0	0
MIR4754	0	0	0
MIR4755	0	0	0
MIR4756	0	0	0
MIR4757	0	0	0
MIR4758	0	0	0
MIR4759	0	0	0
MIR4760	0	0	0
MIR4761	0	0	0
MIR4762	0	0	0
MIR4763	0	0	0
MIR4764	0	0	0
MIR4765	0	0	0
MIR4766	0	0	0
MIR4767	0	0	0
MIR4768	0	0	0
MIR4769	0	0	0
MIR4770	0	0	0
MIR4771-1	0	0	0
MIR4771-2	0	0	0
MIR4772	0	0	0
MIR4773-1	0	0	0
MIR4773-2	0	0	0
MIR4774	0	0	0
MIR4775	0	0	0
MIR4776-1	0	0	0
MIR4776-2	0	0	0
MIR4777	0	0	0
MIR4778	0	0	0
MIR4779	0	0	0
MIR4780	0	0	0
MIR4781	0	0	0
MIR4782	0	0	0
MIR4783	0	0	0
MIR4784	0	0	0
MIR4785	0	0	0
MIR4786	0	0	0
MIR4787	0	0	0
MIR4788	0	0	0
MIR4789	0	0	0
MIR4790	0	0	0
MIR4791	0	0	0
MIR4792	0	0	0
MIR4793	0	0	0
MIR4794	0	0	0
MIR4795	0	0	0
MIR4796	0	0	0
MIR4797	0	0	0
MIR4798	0	0	0
MIR4799	0	0	0
MIR4800	0	0	0
MIR4801	0	0	0
MIR4802	0	0	0
MIR4803	0	0	0
MIR4804	0	0	0
MIR483	0	0	0
MIR484	0	2	0
MIR485	0	0	0
MIR486-1	0	0	0
MIR486-2	0	0	0
MIR487A	0	0	0
MIR487B	0	0	0
MIR488	0	0	0
MIR489	0	0	0
MIR490	0	0	0
MIR491	0	0	0
MIR492	0	0	0
MIR493	0	0	0
MIR494	3	0	0
MIR495	0	0	0
MIR496	0	0	0
MIR497	0	0	0
MIR497HG	2	19	14
MIR498	0	0	0
MIR4999	0	0	0
MIR499A	0	0	0
MIR499B	0	0	0
MIR5000	0	0	0
MIR5001	0	0	0
MIR5002	0	0	0
MIR5003	0	0	0
MIR5004	0	0	0
MIR5006	10	5	0
MIR5007	0	0	0
MIR5008	0	0	0
MIR5009	0	0	0
MIR500A	0	0	0
MIR500B	0	0	0
MIR501	0	0	0
MIR5010	0	0	0
MIR5011	0	0	0
MIR502	0	0	0
MIR503	0	0	0
MIR503HG	1	22	0
MIR504	0	0	0
MIR5047	0	0	0
MIR505	0	0	0
MIR506	0	0	0
MIR507	0	0	0
MIR508	0	0	0
MIR5087	0	0	0
MIR5088	0	0	0
MIR5089	0	0	0
MIR509-1	0	0	0
MIR509-2	0	0	0
MIR509-3	0	0	0
MIR5090	0	0	0
MIR5091	0	0	0
MIR5092	0	0	0
MIR5093	0	0	0
MIR5094	2	0	0
MIR5095	0	4	2
MIR5096	0	0	0
MIR510	0	0	0
MIR5100	0	0	0
MIR511	0	0	0
MIR512-1	0	0	0
MIR512-2	0	0	0
MIR513A1	0	0	0
MIR513A2	0	0	0
MIR513B	0	0	0
MIR513C	0	0	0
MIR514A1	0	0	0
MIR514A2	0	0	0
MIR514A3	0	0	0
MIR514B	0	0	0
MIR515-1	0	0	0
MIR515-2	0	0	0
MIR516A1	0	0	0
MIR516A2	0	0	0
MIR516B1	0	0	0
MIR516B2	0	0	0
MIR517A	0	0	0
MIR517B	0	0	0
MIR517C	0	0	0
MIR5186	0	0	0
MIR5187	0	0	0
MIR5188	0	0	0
MIR5189	0	0	0
MIR518A1	0	0	0
MIR518A2	0	0	0
MIR518B	0	0	0
MIR518C	0	0	0
MIR518D	0	0	0
MIR518E	0	0	0
MIR518F	0	0	0
MIR5190	0	0	0
MIR5191	12	0	0
MIR5192	0	0	0
MIR5193	0	0	0
MIR5194	0	0	0
MIR5195	0	0	0
MIR5196	0	0	0
MIR5197	0	0	0
MIR519A1	0	0	0
MIR519A2	0	0	0
MIR519B	0	0	0
MIR519C	0	0	0
MIR519D	0	0	0
MIR519E	0	0	0
MIR520A	0	0	0
MIR520B	0	0	0
MIR520C	0	0	0
MIR520D	0	0	0
MIR520E	0	0	0
MIR520F	0	0	0
MIR520G	0	0	0
MIR520H	0	0	0
MIR521-1	0	0	0
MIR521-2	0	0	0
MIR522	0	0	0
MIR523	0	0	0
MIR524	0	0	0
MIR525	0	0	0
MIR526A1	0	0	0
MIR526A2	0	0	0
MIR526B	0	0	0
MIR527	0	0	0
MIR532	0	0	0
MIR539	0	0	0
MIR541	0	0	0
MIR542	0	0	0
MIR543	0	0	0
MIR544A	0	0	0
MIR544B	0	0	0
MIR545	0	0	0
MIR548A1	0	0	0
MIR548A2	0	0	0
MIR548A3	0	0	0
MIR548AA1	0	0	0
MIR548AA2	0	0	0
MIR548AB	0	0	0
MIR548AC	0	0	0
MIR548AD	0	0	0
MIR548AE1	0	0	0
MIR548AE2	0	0	0
MIR548AG1	0	0	0
MIR548AG2	0	0	0
MIR548AH	0	0	0
MIR548AI	0	0	1
MIR548AJ1	0	0	0
MIR548AJ2	0	0	0
MIR548AK	0	0	0
MIR548AL	0	0	0
MIR548AM	0	0	0
MIR548AN	0	0	0
MIR548AO	0	0	0
MIR548AP	0	0	0
MIR548AQ	0	0	0
MIR548AR	0	0	0
MIR548AS	0	0	0
MIR548AT	0	0	0
MIR548AU	0	0	0
MIR548AV	0	0	0
MIR548AW	0	0	0
MIR548AX	0	0	0
MIR548AY	0	0	0
MIR548AZ	0	0	0
MIR548B	0	0	0
MIR548BA	0	0	0
MIR548BB	0	0	0
MIR548C	0	0	0
MIR548D1	0	0	0
MIR548D2	0	0	0
MIR548E	0	0	0
MIR548F1	0	0	0
MIR548F2	0	0	0
MIR548F3	0	0	0
MIR548F4	0	0	0
MIR548F5	0	0	0
MIR548G	0	0	0
MIR548H1	0	0	0
MIR548H2	0	0	0
MIR548H3	0	0	0
MIR548H4	0	0	0
MIR548H5	0	0	0
MIR548I1	0	0	0
MIR548I2	0	0	0
MIR548I3	0	0	0
MIR548I4	0	0	0
MIR548J	0	0	0
MIR548K	0	0	0
MIR548L	0	0	0
MIR548M	0	0	0
MIR548N	0	5	0
MIR548O	0	0	0
MIR548O2	0	0	0
MIR548P	0	0	0
MIR548Q	0	0	0
MIR548S	0	0	0
MIR548T	0	0	0
MIR548U	0	0	0
MIR548V	0	0	0
MIR548W	0	0	0
MIR548X	0	0	0
MIR548X2	0	0	0
MIR548Y	0	0	0
MIR548Z	0	0	0
MIR549A	0	0	0
MIR550A1	0	0	0
MIR550A2	0	0	0
MIR550A3	0	0	0
MIR550B1	0	0	0
MIR550B2	0	0	0
MIR551A	0	0	0
MIR551B	0	0	0
MIR552	0	0	0
MIR553	0	0	0
MIR554	0	0	0
MIR555	0	0	0
MIR556	0	0	0
MIR557	0	0	0
MIR5571	0	0	0
MIR5572	0	0	0
MIR5579	0	0	0
MIR558	0	0	0
MIR5580	0	0	0
MIR5581	0	0	0
MIR5582	0	0	0
MIR5583-1	0	0	0
MIR5583-2	0	0	0
MIR5584	0	0	0
MIR5585	0	0	0
MIR5586	0	0	0
MIR5587	0	0	0
MIR5588	0	11	0
MIR5589	0	0	0
MIR559	0	0	0
MIR5590	0	0	0
MIR5591	0	0	0
MIR561	0	0	0
MIR562	0	0	0
MIR563	0	0	0
MIR564	0	0	0
MIR566	0	13	0
MIR567	0	0	0
MIR568	0	0	0
MIR5680	0	0	0
MIR5681A	0	0	0
MIR5681B	0	0	0
MIR5682	0	0	0
MIR5683	0	0	0
MIR5684	0	0	0
MIR5685	0	0	0
MIR5687	0	0	0
MIR5688	0	0	0
MIR5689	0	0	0
MIR569	0	0	0
MIR5690	0	0	0
MIR5691	0	0	0
MIR5692A1	0	0	0
MIR5692A2	0	0	0
MIR5692B	0	0	0
MIR5692C1	0	0	0
MIR5692C2	0	0	0
MIR5693	0	0	0
MIR5694	0	0	0
MIR5695	0	0	4
MIR5696	0	17	0
MIR5697	0	0	0
MIR5698	0	0	0
MIR5699	0	9	0
MIR570	0	0	0
MIR5700	0	0	0
MIR5701-1	0	0	0
MIR5701-2	0	0	0
MIR5701-3	0	0	0
MIR5702	0	0	0
MIR5703	0	0	0
MIR5704	0	0	0
MIR5705	0	0	0
MIR5706	0	0	0
MIR5707	0	0	0
MIR5708	0	0	0
MIR571	0	0	0
MIR572	0	0	0
MIR573	0	0	0
MIR5739	0	0	0
MIR574	0	18	0
MIR575	0	0	0
MIR576	0	0	0
MIR577	0	0	0
MIR578	0	0	0
MIR5787	0	0	0
MIR579	0	0	0
MIR580	0	0	0
MIR581	0	0	0
MIR582	0	0	0
MIR583	0	0	0
MIR584	0	0	0
MIR585	0	0	0
MIR586	0	0	0
MIR587	0	0	0
MIR588	0	0	0
MIR589	0	0	0
MIR590	0	0	0
MIR591	0	0	0
MIR592	0	0	0
MIR593	0	0	0
MIR595	0	0	0
MIR596	0	0	0
MIR597	0	0	0
MIR598	0	0	0
MIR599	0	0	0
MIR600	0	0	0
MIR600HG	0	1	4
MIR601	0	0	0
MIR602	0	0	0
MIR603	0	0	0
MIR604	0	0	0
MIR605	0	0	0
MIR606	0	0	0
MIR6068	0	0	0
MIR6069	0	0	0
MIR607	0	0	0
MIR6070	0	0	0
MIR6071	0	0	0
MIR6072	0	0	0
MIR6073	0	0	0
MIR6074	0	0	0
MIR6075	0	0	0
MIR6076	0	0	0
MIR6077	0	0	0
MIR6078	0	0	0
MIR6079	0	0	0
MIR608	0	0	0
MIR6080	0	0	0
MIR6081	0	0	0
MIR6082	0	0	0
MIR6083	0	0	0
MIR6084	0	0	0
MIR6085	0	0	0
MIR6086	0	20	0
MIR6087	0	8	0
MIR6088	0	0	0
MIR6089	0	0	0
MIR609	0	0	0
MIR6090	0	0	0
MIR610	0	0	0
MIR611	0	1	10
MIR612	0	0	0
MIR6124	0	0	0
MIR6125	3	0	0
MIR6126	0	0	0
MIR6127	0	0	0
MIR6128	0	0	0
MIR6129	0	0	0
MIR613	0	0	0
MIR6130	0	0	0
MIR6131	0	0	0
MIR6132	0	7	0
MIR6133	0	0	0
MIR6134	0	0	0
MIR614	0	0	0
MIR615	0	0	0
MIR616	0	2	0
MIR6165	0	0	1
MIR617	0	0	0
MIR618	0	0	0
MIR619	0	0	0
MIR620	0	0	0
MIR621	0	0	0
MIR622	0	0	0
MIR623	0	0	0
MIR624	0	0	0
MIR625	0	0	0
MIR626	0	0	0
MIR627	0	0	0
MIR628	0	0	0
MIR629	0	0	0
MIR630	0	0	0
MIR631	0	0	0
MIR632	0	5	0
MIR633	0	0	0
MIR634	0	0	0
MIR635	0	0	0
MIR636	0	6	0
MIR637	0	0	0
MIR638	0	0	0
MIR639	0	0	0
MIR640	0	0	0
MIR641	0	0	0
MIR642A	0	0	0
MIR642B	0	0	0
MIR643	0	0	0
MIR644A	0	0	0
MIR645	0	0	0
MIR646	0	0	0
MIR646HG	17	25	12
MIR647	0	0	0
MIR648	0	1	0
MIR649	0	0	0
MIR6499	0	0	0
MIR650	0	0	0
MIR6500	0	0	0
MIR6501	0	0	0
MIR6502	0	0	0
MIR6503	0	0	0
MIR6504	0	0	0
MIR6505	0	0	0
MIR6506	0	0	0
MIR6507	0	0	0
MIR6508	0	0	0
MIR6509	0	0	0
MIR651	0	0	0
MIR6510	0	0	0
MIR6511A1	0	0	0
MIR6511A2	0	0	0
MIR6511A3	0	0	0
MIR6511A4	0	0	0
MIR6511B1	0	0	0
MIR6511B2	0	0	0
MIR6512	0	0	0
MIR6513	0	0	0
MIR6514	0	0	0
MIR6515	0	0	0
MIR6516	0	0	0
MIR652	0	0	0
MIR653	0	0	0
MIR654	0	0	0
MIR655	0	0	0
MIR656	0	0	0
MIR657	0	0	0
MIR658	0	0	0
MIR659	0	0	0
MIR660	0	0	0
MIR661	0	0	0
MIR662	0	0	0
MIR663A	0	0	0
MIR663AHG	0	0	0
MIR663B	0	0	0
MIR664A	0	0	0
MIR664B	0	8	0
MIR665	0	0	0
MIR668	0	0	0
MIR670	0	0	0
MIR670HG	0	0	0
MIR671	0	0	1
MIR6715A	0	0	0
MIR6715B	0	0	0
MIR6716	0	0	0
MIR6717	0	0	0
MIR6718	0	0	0
MIR6719	0	0	0
MIR6720	0	0	0
MIR6721	0	0	0
MIR6722	0	0	0
MIR6723	0	0	0
MIR6724-1	0	0	0
MIR6724-2	0	0	0
MIR6724-3	0	0	0
MIR6724-4	0	0	0
MIR6726	0	0	0
MIR6727	0	0	0
MIR6728	0	0	0
MIR6729	0	0	0
MIR6730	0	0	0
MIR6731	0	0	0
MIR6732	0	0	0
MIR6733	0	0	0
MIR6734	0	0	0
MIR6735	0	0	0
MIR6736	0	0	0
MIR6737	0	0	0
MIR6738	0	0	0
MIR6739	0	0	0
MIR6740	0	0	0
MIR6741	0	0	0
MIR6742	0	0	0
MIR6743	0	0	0
MIR6744	0	0	0
MIR6745	0	0	0
MIR6746	0	0	0
MIR6747	0	0	0
MIR6748	0	0	0
MIR6749	0	0	0
MIR675	0	0	0
MIR6750	0	0	0
MIR6751	0	0	0
MIR6752	0	0	0
MIR6753	0	0	0
MIR6754	0	0	0
MIR6755	0	0	0
MIR6756	0	0	0
MIR6757	0	0	0
MIR6758	0	0	0
MIR6759	0	0	0
MIR676	0	0	0
MIR6760	0	0	0
MIR6761	0	0	0
MIR6762	0	0	0
MIR6763	0	0	0
MIR6764	0	0	0
MIR6765	0	0	0
MIR6766	0	0	0
MIR6767	0	0	0
MIR6768	0	0	0
MIR6769A	0	0	0
MIR6769B	0	0	0
MIR6770-1	0	0	0
MIR6770-2	0	0	0
MIR6770-3	0	0	0
MIR6771	0	0	0
MIR6772	0	0	0
MIR6773	0	0	0
MIR6774	0	0	0
MIR6775	0	0	0
MIR6776	0	0	0
MIR6777	0	0	0
MIR6778	0	0	0
MIR6779	0	0	0
MIR6780A	0	0	0
MIR6780B	0	0	0
MIR6781	0	0	0
MIR6782	0	0	2
MIR6783	0	0	0
MIR6784	0	0	0
MIR6785	0	0	0
MIR6786	0	0	0
MIR6787	0	0	0
MIR6788	0	0	0
MIR6789	0	0	0
MIR6790	0	0	0
MIR6791	0	0	0
MIR6792	0	0	0
MIR6793	0	0	0
MIR6794	0	0	0
MIR6795	0	0	0
MIR6796	0	0	0
MIR6797	71	337	248
MIR6798	0	0	0
MIR6799	0	0	0
MIR6800	0	0	0
MIR6801	0	0	0
MIR6802	0	0	0
MIR6803	0	0	0
MIR6804	0	0	0
MIR6805	1	0	16
MIR6806	0	0	0
MIR6807	0	0	0
MIR6808	0	0	0
MIR6809	0	0	0
MIR6810	0	0	0
MIR6811	0	0	0
MIR6812	0	0	0
MIR6813	0	0	0
MIR6814	0	0	0
MIR6815	0	0	0
MIR6816	0	0	0
MIR6817	0	0	0
MIR6818	0	0	0
MIR6819	0	0	0
MIR6820	1	0	0
MIR6821	0	0	0
MIR6822	0	0	0
MIR6823	0	0	0
MIR6824	0	0	0
MIR6825	0	0	0
MIR6826	0	0	0
MIR6827	0	0	0
MIR6828	0	0	0
MIR6829	0	0	0
MIR6830	0	0	0
MIR6831	0	0	0
MIR6832	0	0	0
MIR6833	0	0	0
MIR6834	0	0	0
MIR6835	0	0	0
MIR6836	0	0	0
MIR6837	0	0	0
MIR6838	0	0	0
MIR6839	0	0	0
MIR6840	0	0	0
MIR6841	0	0	13
