GeneID	AS11	AD6	AI4	BB12	AY2	AK9	AQ1	AL2	AQ12	BD7	AK7	AJ10	AP7	AI1	AQ10	BA4	AL1	BA5	AS4	AE1	AV18	AK3	BA7	AS1
ENSG00000000457	0.153485853727106	1.04169823330046	-0.232913086117076	-0.491201251812389	-0.43756688858510395	0.166459065952686	-0.598071499616194	0.0467681419315991	-0.9424940442647259	-0.462053241348885	5.0832253199462106e-05	0.414342953277177	0.0512926622118437	0.300877401850532	0.0215840601711735	0.37986213137656205	-0.112480336564827	0.245960673010308	0.268085674509602	0.063903049926195	0.20901426245690197	-0.822311978584643	-0.12502588734130698	0.8607332182798091
ENSG00000000460	-0.9822692888754609	2.6879349998411604	0.115092248974254	0.567540534896953	-0.286153194724505	0.0919538927967924	1.7641021432075101	-1.30683550877699	0.456551200531537	-1.0896636552932	-0.256251311986333	0.8098690551577249	-0.0114266604612558	0.820986642056302	-0.585413813033384	-0.43256607424781	-0.23175703088889302	-0.548598166953987	-1.6478547630868403	0.0016779135018179	-0.211197609202486	0.39478938822659904	0.0273055912704809	-0.14781653292999802
ENSG00000000971	0.652998581896432	-0.289537740171291	-0.800670209278483	1.05469920941528	1.83957739619106	-0.365126791376163	-0.7854428083579351	-0.0546469107109202	1.91950668140589	1.15155744909181	0.0201631182357117	-1.4566897483300802	-1.16375229322388	-0.9367501416394979	0.0885544693060469	-0.604375548648164	0.277356464475567	0.0438879395592047	0.0675232314572188	-1.1210512048089099	-0.876272244317871	1.44824953218831	-1.3957387458142299	1.2859803134548797
ENSG00000001497	0.21070361627690698	0.18127419678070103	-0.5035112474782379	0.966573808104212	-0.228676755068097	-0.901613726053739	0.733162270975418	-0.526376012140066	0.728573494510797	0.8365028443291329	-0.5639106285954161	-0.344834610160875	-1.34935549595023	-0.7751777531676459	1.40928964827008	-0.413044013946504	-0.40529714627114	-0.44024858937889294	-0.72915779787263	-1.3502923485156102	0.8749272419581721	1.11401279469657	1.02767994213195	0.448796266565141
ENSG00000002586	-0.324914766664089	-1.03748604715804	-0.724800751903801	1.81917157748249	-0.9243042025962099	0.908583960129482	0.47125640930861296	0.7349146573837	-1.32254684688439	1.30303865250161	-0.8938682345092049	0.6153457059516271	-2.2703882820061803	0.22668380146757897	-0.64043801206801	0.0716785552458626	0.507080599365188	0.422595578061842	0.5290459829504329	-2.2509576845205603	-0.458401467488526	0.73082278871438	1.6627203775871202	0.8451676496490891
ENSG00000003393	-0.0489094714723045	0.854263720598704	-0.0173137005092985	1.0020561779433599	-0.21671707137789997	0.20507356654798198	0.219676877532066	-0.42971908164038597	0.984820593260144	-0.0232553459459422	-0.760249249810039	-0.38174940416465203	-0.736112783792557	-0.32120994878985604	1.00519656223157	0.696041141022764	-0.358695917148045	0.682498646427957	0.0468533039476932	-0.716858049893478	-1.08905107199162	-0.39348858747596993	-0.7181510649444031	0.515000159444203
ENSG00000003402	-0.33368688427229304	1.17465437222478	-0.104141670261167	0.884321410464704	1.13504866434867	-0.48338047533023104	-0.24108402958191802	0.59183593137718	-0.0233498148316871	0.8924073883018451	0.0956883008216109	-1.10617475662131	0.638661040540073	-0.42025499304707603	-0.614453000192873	-0.457243465145276	-0.218264934164954	-0.8149049509502571	0.5115439134031561	0.622603935655354	-0.49549849569141297	-0.692819970684214	-0.0586935448310733	-0.48281397153162897
ENSG00000003756	-0.353154042653555	1.62441955907547	-0.7226852563925609	0.307483807792361	0.45670658612260706	-0.5049805072860271	0.81828601999602	-0.6802315994495041	-0.0294258339637047	0.11108899552101198	-1.0972268097084001	1.35097320067054	-0.41014706660957595	-0.13124161042976	0.48408704856975504	-0.0668260013833369	-0.293086246950255	-0.37229958119353795	-0.310009396337732	-0.37946269076261296	0.15093418248912302	-0.623198091153328	0.43746517929151096	0.23253015474550198
ENSG00000004139	0.953939253433061	0.605134126122712	0.289351678039053	0.634640334553449	-0.29947924235344897	0.0852712813628937	0.37633693016867803	-0.42600143729548207	0.173288418295798	-0.34834356761716	0.0464014131026457	-1.21794848950017	-0.475576329991455	-0.253002568124364	-0.180416851401228	0.519335722649829	-0.669699041356755	0.6725705076608629	0.556895070701193	-0.45427167821599296	-0.12286259186344	0.6865237802102271	-0.7667647028928021	-0.385322015688099
ENSG00000004399	0.281370203568125	-0.835920910009515	0.6885106895464671	0.27099729958744395	-1.9099932303734999	1.26590962486732	-1.8501421520242198	1.01557506685866	-1.93684870514726	0.84207848445106	0.9307596859372009	-0.41192759080422403	-1.75466664712903	0.37191375745048405	0.489499009077816	-0.40338299118421794	0.950148095378531	0.332357244582748	0.9168985053758621	-1.72596511347915	0.22787874496390398	-0.11114804608875399	1.26387723679835	1.09222173779591
