GeneID	AS11.y	AD6.y	AI4.y	BB12.y	AY2.y	AK9.y	AQ1.y	AL2.y	AQ12.y	BD7.y	AK7.y	AJ10.y	AP7.y	AI1.y	AQ10.y	BA4.y	AL1.y	BA5.y	AS4.y	AE1.y	AV18.y	AK3.y	BA7.y	AS1.y
ENSG00000000457	-0.7929563694125	1.52091286224847	2.03974370058354	0.369188990262918	-0.518112315963844	0.0416230266113895	1.52807281894409	-0.579063519939513	0.121676101744646	-0.0416230266113895	-0.32940256213418	3.32483699657543	-3.11785945175271	2.76210156366954	-1.55479062391093	-0.729699742267298	0.0626004737906389	-0.427975589851251	-0.168684813930853	-3.16899725801463	-0.136816578579447	1.56263140478329	0.916604291514862	0.0543761717092082
ENSG00000000460	-1.01409226721448	0.583570942913821	0.532847839026807	-2.16102075336175	0.169433181909187	0.0899260184436268	-2.11188782461339	0.163469613100346	-1.14003485424075	0.0597624492812385	-0.63145362144411	1.92373073242637	-2.89262030509856	0.82202551939367	0.338532183678579	-1.32219393936894	-0.145236220429318	-0.942326830430537	0.0474098371694538	-2.94375811136048	0.0277718255477764	-0.0499495462848856	-0.0277718255477759	0.522338174226594
ENSG00000000971	-0.854824754468158	0.925427189666826	2.03843255486774	-3.91174338050969	0.391160256101109	1.60700730500947	-0.986054106415893	0.0747595574820727	-0.0747595574820727	-0.35627414103462	1.78907774931331	-3.76362938010405	-3.60290997596736	-1.12695286766195	1.30528243770056	0.94033521045259	-0.964077993439082	1.33292035049583	2.18383571851418	-3.65404778222928	0.168284039717958	-2.662169692282	1.45977335979879	-1.61305264447644
ENSG00000001497	0.482184685050603	-0.292396215033724	0.713681101541007	0.379856854168739	-2.02244228345464	-0.0366959923012189	0.219863872660271	-0.0969521176374255	0.0825133621417788	-0.875801488202452	-0.203813779484999	0.750213315248595	-2.81295039365488	1.08944761827134	-5.38763598129137	0.0921096800474768	0.0366959923012189	-0.726644524106039	0.444747122208399	-2.8640881999168	-0.791307681165625	0.684274961215498	0.898862093273838	-0.245347542831833
ENSG00000002586	-0.491464613225534	2.92047937523984	0.64495725923182	-2.30028839569274	3.45643829981767	1.68723057041787	2.4561248920186	0.176406533654264	3.66177474341402	-0.242175438885409	-0.0111751513391676	-0.623371265541393	-3.76249310339164	-1.53357690339667	4.06519340955366	0.119802370989834	0.793775577913576	-0.438209190389668	0.80549744848752	-3.81363090965356	-0.0666891267444729	-0.582553091621047	0.011175151339168	-1.20907777697277
ENSG00000003393	-1.34473158185695	0.684081223546368	0.452506254443074	-0.15512171896536	1.03240640652717	1.91429686923036	0.818561966836205	-0.312452082563369	0.613838273073312	0.0815288722677083	1.23514759565691	1.00711226795484	-2.70235191082258	-1.72284794566769	-1.1392830829808	-0.486382809305099	0.190901544106359	-1.32987691258296	-0.342754795252955	-2.7534897170845	1.89976011394051	0.195520697843593	-0.0815288722677083	-0.392602257049595
ENSG00000003402	0.0781674041084566	1.26634626402819	-1.56537056668665	-0.359110346139967	1.29132648766886	-0.361331875131683	1.66006783048333	1.27395465815537	2.06671263212141	1.03492079071622	0.330084455914858	-2.63293062599733	-5.90908743690804	-1.86213670446823	2.73006809757874	-0.689775817430347	0.0240073551568551	-0.499505080238738	0.000603861447714849	-5.96022524316996	0.390620118521809	-1.05967579375195	-0.0148079101952332	-0.000603861447714849
ENSG00000003756	0.518287538695166	0.682362687462266	2.00689852156046	0.0591446056246738	-0.796322489602469	0.630611153471092	-0.398590789999545	0.160548186152844	0.555593210232523	-0.320172802779132	1.00079638276213	0.0144005873886934	-4.41546498709953	0.660782643355178	-0.320623943397458	-0.474145584081863	-0.304560221197857	-0.195405624465586	0.82299098152632	-4.46660279336145	-0.152008441529165	0.51795328100363	-0.0144005873886943	-0.411435289888577
ENSG00000004139	-0.353848475179354	-4.11188050016022	0.142957162155988	-0.558534646685119	-2.7267359694965	0.852488414954149	-2.88065765607241	0.896503228489951	-1.27814908518171	1.11415096579219	0.492914142280128	-1.35633662351224	-2.84656323281951	-0.578054156538618	-1.28349440497773	1.33632534023487	1.12222736553141	0.432580986461657	0.426345524688328	-2.89770103908143	1.95260072296176	1.40338139271683	2.14796767214179	-0.142957162155988
ENSG00000004399	0.387122651393234	1.90587075674851	0.242162678740001	0.756242939538554	2.1963466683569	-0.617161929054532	0.408599697971257	-0.554207657272557	2.98013237397713	0.983588378606171	-0.423514189386031	-1.00532444852298	-4.63757363522169	0.354730984979465	-2.05916864276711	0.101074001402475	-1.48471145042356	-0.619483702749015	-0.101074001402476	-4.68871144148361	-0.124960007641277	1.14621423765314	0.61679976810767	-1.73595350522858
