GeneID	AS11.x	AD6.x	AI4.x	BB12.x	AY2.x	AK9.x	AQ1.x	AL2.x	AQ12.x	BD7.x	AK7.x	AJ10.x	AP7.x	AI1.x	AQ10.x	BA4.x	AL1.x	BA5.x	AS4.x	AE1.x	AV18.x	AK3.x	BA7.x	AS1.x
ENSG00000000457	-0.217846435401442	1.80404771533552	0.783637910718279	-0.293139647941783	-0.674239150671505	0.204029507762759	0.16778600797065	-0.219767203138143	-0.865701544975191	-0.465269258759861	-0.144162960257593	2.06052626639722	-1.45912744056951	1.67134811481844	-0.723009429354994	0.0395224688487534	-0.0646319805376256	0.0534509599167299	0.202615649774218	-1.47157205509261	0.159158100857209	-0.0395224688487534	0.341242207973883	0.904552072024563
ENSG00000000460	-1.23601393303465	3.23240602969671	0.63422128165504	-0.259226188517117	0.0514086129998526	0.389792770386478	0.961882942443127	-0.972253186382272	0.139883816239738	-0.806894933626871	-0.318824148093965	2.02390332142735	-1.20371111351722	1.4845930311541	-0.16336769546394	-0.840242775141341	-0.0514086129998526	-0.766487759729188	-1.37125758529793	-1.21615572804032	0.0555881336209434	0.622744408273495	0.266340921732024	0.366061719036186
ENSG00000000971	-0.371030285398352	0.606211577061098	1.29531563987503	-3.26583255427198	2.15918691076644	1.26562109768933	-1.9509860539231	-0.0762358207625278	1.73668018022364	0.665152817908954	1.84725111981911	-5.61749916050492	-5.15124600875908	-2.25423500926452	1.3939299750427	0.307450197076987	-0.864488302673339	1.37906746389279	2.3203081350644	-5.16369062328219	-0.797006743673754	-1.52477391138626	0.0762358207625287	-0.555702126376932
ENSG00000001497	0.578671403055687	0.374934689861477	-0.0834488197719114	1.31151432004435	-0.42433601945422	-0.650411904730003	1.04209886955495	-0.288733887595503	1.00660151301314	0.898877122781953	-0.350316046502124	0.0834488197719114	-1.72290622308779	-0.270554959221384	0.45634627556726	-0.132856494476056	-0.137579608882389	-0.344308873481094	-0.36961474795602	-1.73535083761089	0.956315527646682	1.52745783132382	1.48941445019779	0.653044326061127
ENSG00000002586	-1.00778539467734	0.40637589206443	-0.699317018167664	0.00882510005068493	0.853631596998447	1.58373738432762	1.62567696099743	0.468341402242973	0.583379243088143	0.775554926360368	-1.27736488576697	-0.149744962678807	-4.99215604370922	-1.10575614940563	1.51694695835814	-0.230177200600187	0.625325751815033	-0.227079885403035	0.654597610530821	-5.00460065823232	-0.876501084044173	-0.00882510005068582	1.29315511463886	-0.28500553994717
ENSG00000003393	-0.940411242419259	1.22038421980706	0.205257902724431	0.847970817413561	0.365323549295529	1.33378122460371	0.66915941843195	-0.681330526639649	1.30739883041206	-0.0306455293812937	-0.0525332421081637	0.184611863594483	-2.46917744096318	-1.44709882463484	0.241048387865088	0.336613363815753	-0.298288072355094	-0.19979499903546	-0.223542213304586	-2.48162205548629	0.0306455293812937	-0.330217417592727	-0.826617626793222	0.213705153634275
ENSG00000003402	-0.144554836446879	1.27985077648042	0.201093619225497	1.10434374814793	1.2384804090749	-0.263201203811605	-0.163701007791226	0.696494861453519	0.0253068979148421	1.01395221171905	0.267024358007199	-0.725524608605956	1.25074631977622	-0.0940554719916933	-0.612657218731092	-0.213862170258472	-0.0253068979148421	-0.58496481153036	0.706155225412096	1.23830170525312	-0.328438814707452	-0.423308104368883	0.137006489604294	-0.288117343244222
ENSG00000003756	0.0591625996111356	2.17511514303544	0.945107391548489	0.332565005551378	-0.239702534318265	0.00206847596312532	0.457318872841687	-0.569627881899762	0.414353948120527	-0.183741395622585	-0.277968203945162	1.33831784943225	-4.15889599848011	0.40125363248091	0.188876171034472	-0.491515123033375	-0.574749180787964	-0.561902884487028	0.359290343408317	-4.17134061300321	-0.00206847596312532	-0.211163357672239	0.400519275125353	-0.139269884011279
ENSG00000004139	0.504567415154599	-2.32441495949398	0.167855182460673	0.0501823708671134	-2.31487860109424	0.432042021871824	-1.74064566745349	-0.0501823708671134	-0.886091351631507	0.171115830347343	0.15586498755068	-2.32892945715643	-2.57005773224039	-0.850342764824158	-1.24332435617744	1.18542288343579	-0.14490948581497	0.742216188241469	0.62242555207273	-2.58250234676349	0.949946005082096	1.39686572503117	0.434979639947731	-0.695512539718846
ENSG00000004399	0.0775255865000757	0.18223907476861	0.368029381350294	0.364151697140618	-0.658112525576515	0.254004491020392	-2.03670605633953	0.0543237639875107	-0.0543237639875107	1.1181579976108	0.0746660577491829	-1.73615336780592	-6.00144765600016	0.142006381667202	-1.68266359856371	-0.837386095632782	-0.759798737222909	-0.681416018764454	0.320244472303504	-6.01389227052326	-0.387994281330976	0.295782361589861	1.24483383368681	-0.819877740176041
