T.input.1	T.input.2	U.input.1	U.input.2	T.m6A.1	T.m6A.2	U.m6A.1	U.m6A.2
ENSG00000000457.13_peak	272.341565608499	231.468491864656	284.73638660887	345.591077102458	370.502228534411	287.392079462048	202.239435124595	373.45051211164
ENSG00000000460.16_peak	272.341565608499	227.735129092646	284.73638660887	342.420516762069	370.502228534411	287.392079462048	202.239435124595	373.45051211164
ENSG00000001084.11_peak	44.8157006697529	78.4006182122223	138.621661901687	57.0700861270115	14.0598175269558	63.1546651486884	88.7015066335941	138.315004485793
ENSG00000001167.14_peak	1699.54926386063	1624.01280582461	1588.52931476528	1949.89460933956	3003.33324395251	3664.76038694798	3068.52627409692	3604.43015945104
ENSG00000001167.14_peak_2	468.841176237415	410.669904921165	400.878860094068	424.855085612196	502.247926101812	386.854284898646	317.687857604626	507.351207943631
ENSG00000001460.17_peak	27.578892719848	44.800353264127	52.4514396384761	50.7289654462324	52.0733982479846	40.3985307428857	37.3910966424689	161.857983972736
ENSG00000001461.16_peak	89.6314013395059	85.8673437562435	123.635536290694	107.799051573244	179.132489973067	114.292045835886	151.201952846188	93.8776307041869
ENSG00000001561.6_peak	17.236807949905	52.2670788081482	48.7049082357278	3.17056034038953	40.617250633428	27.3584986676505	27.0198435591564	142.435025896008
ENSG00000001629.9_peak	575.709385526826	496.537248677408	595.698493036979	697.523274885696	506.93453194413	897.205344156873	521.291931292815	781.332631722934
ENSG00000002016.17_peak	58.6051470296769	22.4001766320635	52.4514396384761	0	22.6519282378733	2.81255593779584	17.1944459012813	117.126322947543
ENSG00000002726.20_peak	303.367819918328	324.802561164921	363.413546066585	323.397154719732	279.634148591677	286.62501875174	223.254869003938	90.3461837811453
ENSG00000002726.20_peak_2	1185.89238695346	899.740428054551	962.858570506312	1192.13068798646	668.362066512883	818.198090995154	432.044569233783	740.720992107957
ENSG00000003393.14_peak	1785.73330361016	1747.21377730095	681.86871530019	773.616723055044	1180.76430527305	912.546558363032	598.80340170494	674.800649544516
ENSG00000003393.14_peak_2	1923.6277672094	1769.61395393302	925.393256478829	906.780257351404	1331.77716019221	1493.21151606616	770.474933005035	488.222537110489
ENSG00000003393.14_peak_3	4102.36029207739	3931.23099892715	2064.33880291431	1721.61426483151	4742.32437844396	3987.69294598763	1686.9661923146	1478.20482453646
